artist,song,lyrics,genres,genre_1,genre_2,genre_3
Meek Mill,Levels,"[Intro: Meek Mill]

See it's brackets nigga

Them hoes ain't fucking you cause you ain't in that bracket nigga

Learn life, it's levels to this shit young boy

Ay O you feel me




[Hook: Meek Mill]

Lil nigga we don't rock the same clothes, fuck the same hoes

Cause it's levels to this shit

Lil nigga we don't drive the same whips, we don't fuck the same chicks

Cause it's levels to this shit

Lil nigga we don't get the same paper, you a motherfuckin' hater

Boy it's levels to this shit

Lil nigga cause it's levels to this shit

Lil nigga cause it's levels to this shit

Oh lord




[Verse 1: Meek Mill]

Cause it's levels to this shit, levels to this shit

Can't fuck my ho cause it's levels to this bitch

And I be rocking prada like a devil in this bitch

And a Birkin bag like a gold medal to this bitch

And I'm heavy as it get

Shining like a motherfuckin' bezel on my wrist

All my niggas mobbing so we heavy in this bitch

30 grand for the Muller that's a Chevy on my wrist

Cocaine, most saying, young nigga blowing up - Kurt Cobain

Skating on them like I'm Lil Wayne

And this 458 don't do the lil lane - vroom

Swerve on 'em, niggas gotta nerve on 'em

Cause I heard the feds got 'em and he had them birds on 'em

But a nigga back home and now niggas roll with him

Caught a case what you think, nigga fucking told on 'em

I ain't get my shit snatched yet

You ain't get your bitch back yet

One call, niggas aim that tech

Blood drawn, headshot nigga brains on step

Hot shit if you pop shit

And I don't want your opinion if you ain't got shit

We young niggas, we winning I pull up, drop shit

Mob shit, with more keys than a locksmith




[Hook: Meek Mill]




[Verse 2: Meek Mill]

Damn Tommy you ain't got no job

DC, we the motherfuckin' mob

Young nigga getting straight to the money

In a range with your honey, I pull up like ahh

I make them power moves with Jay and them

Them boys shooting don't play with them

Maybach, Rozay and them

Rolling down Collins call Rugs hit the A with them

Compound niggas live now

If it's the finals I'm balling like I'm LeBron now

I call up Odyssey tell them bitches to calm down

I treat the jet like a taxi way the way I'm flying around

And I don't fuck with no niggas

If they don't fuck with my niggas

And I ain't fucking no bitches

If they fucking my niggas




[Hook: Meek Mill]




[Verse 3: Meek Mill]

One time for the real niggas

Two times for the bad bitches

Y'all suckas be cuffing hoes

Cause y'all suckas never had bitches

I hit the dealer bought another Rolls

That's the reason why you mad nigga

That's the reason why you hating on me

I love balling, my bad nigga

Cause it's levels to this shit

Levels to this shit

Can't fuck my ho cause it's levels to this bitch

Cause it's levels to this bitch

And a Birkin bag like a gold medal to this bitch

Lord, lord, lord, lord, hold up




[Hook: Meek Mill]","hip-hop, rap, hip hop",hip-hop,rap,hip hop
Meek Mill,Monster,"The money turned me into a monster

The money turned my noodles into pasta

The money turned my tuna into lobster

They want to do me I'mma do it like a mobster



4 A.M. I'm on the north side of Philly

Riding around like these haters don't want to kill me

It's a shame how they hate on me you gotta feel me

I started out with a dollar and got a milli

I'm like do it for the gram ho, do it for the gram ho

She don't want to bust it I say do it for them bands yo

I say do it for them bands fucking with that broke nigga you should do it for your man

Lately I've been on the low with a ho that you probably know

Took her to the crib and met momma right at the door

Momma started smiling like momma I got to go

I done took so many trophies to momma that momma know

I said a real nigga, I get that money pay them bills nigga

My momma told me ""you a real nigga""

And I be hanging with them real killers

Now what a feeling when you looking at the latest whip and knowing you can cop it

Or looking at the baddest bitch and knowing you could pop it

The youngest nigga in my city doing it I got it

On another level with Benjamin and money is the topic

Lord



The money turned me into a monster

The money turned my noodles into pasta

The money turned my tuna into lobster

They want to do me I'mma do it like a mobster



I put my jeweler on his feet

Hundred thou I used to do that every week

Never sleep its funny how I never speak

You see a foreign in my city that was me



That was us, never sweet

We went to war niggas riding down the street

Popping that pistol they talking they never did

Dropping the nickel with something that never cease

I've been sitting on that money like a chair

I've been getting to that money all year

All year and my niggas all here

But we started from the bottom we was selling hard squares

Baddest bitch in the game wearing my chain I'm ready

Switching lanes in that Mulsanne like I'm Andretti

I do the Balmain, Balenciaga, no Giuseppe

If they sleep on Meek Milly I kill these niggas like I was Freddy

I eat that pussy like a monster

She gon' ride this dick she need a sponsor

You could tell I'm Philly from my posture

And we be whipping coca like its pasta

I be on money, 2 milly 4 milly no I need more money

I get that ""see a bad bitch and be like how you doing"" money

They be like how you doing honey oh



The money turned me into a monster

The money turned my noodles into pasta

The money turned my tuna into lobster

They want to do me I'mma do it like a mobster



I put my jeweler on his feet

Hundred thou I used to do that every week

Never sleep its funny how I never speak

You see a foreign in my city that was me","rap, hip-hop, hip hop",rap,hip-hop,hip hop
Meek Mill,Otherside Of America,"[Donald Trump:]

What do you have to lose?

You're living in poverty

Your schools are no good

You have no jobs

58% of your youth is unemployed

What the hell do you have to lose?




[Meek Mill:]

Reportin' live from the other side of America



Mama let me sip the forty, I was just a shorty (Damn)

Then I started spittin' godly, then they said record me

I feel like this shit was for me, this shit just my story (Facts)

Yeah, uh

Jumped off the porch, uh, I got a Porsche, won't take it back

I'm on the block with the killers and holdin' my own, of course (Yeah, check, check)

I seen my mom and dad separate, ain't talkin' divorce (Talkin' divorce)

Said daddy was livin' by the fire, and he died by the torch (Check, check)

I'm where the AKs is, we like the BÃ©bÃ©'s Kids

Ain't have a daddy, I listened to suckers the same way that Ray Ray did

I'm totin' Smith &'s and HKs and I just was a grade A kid

Ain't have no guidance, we grew up with hitters and did everything they said

Point out the block, we spinnin' that (Spinnin')

Run in the spot, we gettin' that (Get it)

Give us some work, we flippin' that (Flippin')

I'm hittin' from jail, they ain't hiittin' back

I need a lawyer, money for commissary, and nobody ain't sendin' that

I'm in my cell like, ""When I get out, I'm makin' a movie, no Cinemax"" (Woo)

Yeah, back home and I'm fresh on bail

Phone chirpin', it was next to Tell

Block popppin', it was extra sales

Big dogs, they ain't showin' remorse

I was beggin' just to catch a sale

Same block, we was goin' to war

I was prayin' I ain't catch a shell (Check)



Uh, we was starvin' for a thousand nights

Livin' like we tryna die tonight

Glock .40 sound like dynamite

I was fuckin' up my cop money

Sellin' soap like it's China white

OG's said, ""You fuckin' the block up""

I was mad, I was tryna fight

Nigga, we hungry

Mama at work, daddy, he dead, nigga we lonely

Stomach growlin' like a AMG, goin' to bed, we hungry

Uzi on me, all my friends are dead, nigga, we lonely

Reportin' live from the other side of America



Reportin' live from the other side (Yeah)

Same corner where my brothers died (Yeah)

Livin' life, we ain't got a care

Told my mama I ain't dyin' here (No)

.40 on me, I ain't buyin' beer (No)

Ain't have a will, now I'm flyin' Lear

Bunch of felons on the jet with me

Make a movie like it's Con Air

Started off in the basement

Now it's rooftops and LeBron there

Still fightin' open cases

Out on bail, nigga, but it's my year

Summertime, it get cold out

Heater on me like a Moncler

Closet bigger than my old house

Thinkin' 'bout it, I was fine there

Came out the dirt (Dirt)

Dedicated, I was makin' it work

Medicated, I was takin' them Percs

Devastated when my niggas got murked

Educated, had to get to it first

I knew trappin', it would get me in jail

Playin' with pistols, it would get me hearse

But I ain't give a fuck, send me to church (Woo)

Yeah, they gotta catch me in traffic (Traffic)

I ain't with none of this rap shit (Rap shit)

I've been tryna run from these caskets

All this pain built in me, nigga

You don't want none of this action

Go get some money and feed your fam

'Cause this is a fuckin' disaster, yeah



Uh, we was starvin' for a thousand nights

Livin' like we tryna die tonight

Glock .40 sound like dynamite

I was fuckin' up my cop money

Sellin' soap like it's China white

OG's said, ""You fuckin' the block up""

I was mad, I was tryna fight

Nigga, we hungry

Mama at work, daddy, he dead, nigga we lonely

Stomach growlin' like a AMG, goin' to bed, we hungry

Uzi on me, all my friends are dead, nigga, we lonely

Reportin' live from the other side of America




[Meek Mill (Michael Smercornish):]

I always dreamed too, of being like, on like CNN and being able to like express myself

And, and, and speak for like the voiceless young men of America (Do it)

The first step, I would say, I grew up in American in a ruthless neighborhood where we were not protected by police, uh

We grew up in ruthless environments, we grew up around murder, you see murder

You see seven people die a week, I think you would probably carry a gun yourself

Would you?

(Uh, yeah, I probably would)","hip-hop, rap, hip hop",hip-hop,rap,hip hop
Meek Mill,Respect The Game,"Yah

Big bag, got 'em big mad

A nigga gettin' to some money and his bitch bad

Jumpin' out the Rolls truck with the temp tag

I'm gettin' money, I don't get mad, ugh

Ask a nigga in my hood, he go and said it on stand

And when them situations came, I came out like a champ

When it was pourin' down rain and I came out of it damp

But now it's champagne showers when we poppin' the champ', ugh

We dodged all the feds and they traps

Niggas can't be us 'cause they rats

Stand tall, point a finger, never that

I knew a nigga had it all, went to the B, ain't get it back

That's why I'm humble as ever, and I rumble whatever

Don't chase hoes 'cause they come with this cheddar

I seen my man girl start actin' bougie when he fuck up his cheddar

Before you knew it, niggas was fuckin' her better

I knew about it and I-

Wanted to tell him, I felt funny as ever

But when I told him, he went runnin' to tell her, damn

Remember I was down bad, I'm talkin' under the cellar

Now the Rolls Royces come with umbrellas

For the rain and all the pain that we been through

If you don't feed your wolves they gon' put you on the menu

That's why I be with family and some bulls that I been knew

If money determined loyalty, we'd cut you with a Ginsu

Now I go against you, facts



Rule number one, never count your homie pockets thinkin' you deserve it

Rule number two, never trust a bitch that'll fuck you for some purses

Rule number three, save you some of that money, shit you better stop splurgin'

'Cause when it's all said and done and you back at the bottom, they gon' treat you like you worthless

Respect the game



Fuck the fame

We millionaires fuck your watch and lil' chain

Niggas disappear as quick as Lil Xan

You feelin' yourself, I know you got a lil' lane

Just hold your composure, I seen this shit happen over and over

That couple hundred thousand holdin' you over

That ain't real money

That's bill money, buy a Rollie, get a wheel money

Catch a case, pay a lawyer, take a deal money

Now you tapped out and got no appeal money

Callin' home like niggas done did you wrong

But when you had that money you could've put niggas on

And the moment they put cuffs on you, your bitch was gone

Student of the game, I'm just ahead of my class

I'm that nigga, but I never got my head up my ass

You doin' good, but I'm ready for bad

And you won't never catch me frontin' 'cause I'm used to bein' second to last

Respect the game



Rule number one, never count your homie pockets thinkin' you deserve it

Rule number two, never trust a bitch that'll fuck you for some purses

Rule number three, save you some of that money, shit you better stop splurgin'

'Cause when it's all said and done and you back at the bottom, they gon' treat you like you worthless

Respect the game","hip-hop, rap, hip hop",hip-hop,rap,hip hop
Meek Mill,The Ride,"See when I do joints like this?

I do it for the young'un in the ghetto

That you aint gon never hear his story cause he ain't gonna make it to tell it

So you know what's crazy

I went to court the other day, the D.A. say she hate me

How you gonna hate me when me and Lou just took 20 racks and put coats on them kids backs?

It's 30 degrees outside

24, how could I ask for more?

I got my deals, gettin' real, I'm makin' cash fo' sure

Stuntin' every chance I get because I had it poor

But every time I go to sleep I hear the devil at my door

And I'm on them paper so them courts are goin' back and forth

Dealin with probation, man they all said I'd be back for sure

Minds is turned to zombies from that raw because it's crack the law

You wonder why them babies runnin' crazy 'stead of clappin' off

Gettin' life before they get pussy

Cause ain't nobody love 'em so they lives get took in

Locked in cages, having fighting over cookies

And much strange, is happy them days ain't never killed 'em

Yea I remember, it was a hot December

Niggas die on top of winter cause them kids need them toys

Well Santa Claus don't see them boys

Them see the girls around here, there's Jack boys down stairs

No man with the big bag just man with the big gat

Try and take your shit back cause he feel the world owe him

And his daughter want a Barbie bike for Christmas, he gon show up

That the love is there, no mother there

Just her and little brother there

We wash our pain with Belvedere and use the drugs they brought us here

We get high to get by

Hotdogs no ribeyes with tears drip from red eyes

Is what ends don't meet the damn lies

The D.A. said she hate me but I don't understand

When I just rocked the show in front of 50.000 fans

I think that bitch racist, she probly in a clash

She take her pain out on me but she probly need a man

I took my mom from public housin', put it in the Styx

We came a long way from welfare and gettin wic

That shit just made me hungry

And now we gettin' rich and all these niggas gettin' sick

I know they wanna get me hit cause I'm Ballin

Yea, cause I'm Ballin

It's like sometimes I always gotta let these type of joints go man, just speakin' to the streets

And bitch said she hate me

I felt some time away about that

Last night we just came out giving 2-300 pair of shoes to the schools

To the girls' and the boys' basketball teams

How you hate me?

You hate me cause I'm doin' I'm supposed to do and I got that money and I'm makin more money than you?

Well, bitch you can hate me for that

Let's get it","hip-hop, rap, hip hop",hip-hop,rap,hip hop
Meek Mill,Young & Gettin' It,"Young and Iâm getting it, young and Iâm getting it

Young and Iâm getting it, young and Iâm getting it

Iâm just young and Iâm living shit

I just want the money, yâall can keep them bitches

Cause Iâm young and Iâm getting it, Iâm young and Iâm getting it




[Hook - Kirko Bangz]

Ok, I wake up in the morning and I see dollar signs (facts),

Shorty wanna roll and Iâm like aw man she fine (facts),

I got money all in my pocket and my Audermar on shine

So why you hating on me (huh), Iâm just living my life

Iâm just young and Iâm getting it (work), young and Iâm getting it (work),

Young and Iâm getting it (work), young and Iâm getting it (work),

Iâm just young and Iâm living shit (work),

I just want the money (work), yâall can keep them bitches (work),

Cause Iâm young and Iâm getting it (work), Iâm young and Iâm getting it




[Meek Mill]

Yeah, young nigga I get money and fuck hoes in my spare time

She donât fuck on the first night, then she donât meet my deadline

Niggas smoking that Bob Marley, that Bob Marley like yeah man

Iâm sipping on the whole eighth of that purp shit, bed time

I copped 4's like yours, yâall niggas ainât important

Shorty want that molly, and Iâm gonna give ger she order

Tats all in my body, strapped up like I'm war

Eat the pussy I probably, if it smell like water

Her neck talk it say fuck me, my wrist talk it say suck me

These niggas claiming they balling, I take your bitch Kris Humphries

And make them buy me a whip nigga

Nothing less than a 6 nigga,

Yâall running yâall mouth like hoes, all yâall some bitch niggas




[Hook - Kirko Bangz]

Ok, I wake up in the morning and I see dollar signs (facts),

Shorty wanna roll and Iâm like aw man she fine (facts),

I got money all in my pocket and my Audermar on shine

So why you hating on me (huh), Iâm just living my life

Iâm just young and Iâm getting it (work), young and Iâm getting it (work),

Young and Iâm getting it (work), young and Iâm getting it (work),

Iâm just young and Iâm living shit (work),

I just want the money (work), yâall can keep them bitches (work),

Cause Iâm young and Iâm getting it (work), Iâm young and Iâm getting it




[Meek Mill]

Okay, your baby mama, I balled that (check), side chick I balled that (check)

Main chick I balled that (check), and your dream girl just called back

Iâm still repping that north side with that big P on my ball cap

These broke niggas donât like me, cause they say I think Iâm all that

Now coon copped that rari, I donât need to feel sorry

Niggas claiming my flows, I should put these niggas on maury

And I ainât claiming these hoes, got these haters looking all salty

When I pulled up in that Rolls, swag and surfing on them like gnarly

Iâm with 3 hoes like Santa Clause, and Iâm the boss Diana Ross

Hit you girl by mistake nigga, wasnât even in my plan at all

I told homie I hit it thÑÐµ, thÑs nigga won't be playing at all

Knowing that girl his main thing, that shit I donât like nigga, bang, bang




[Hook]","hip-hop, rap, hip hop",hip-hop,rap,hip hop
Aaliyah,Journey To The Past,"Heart don't fail me now

Courage, don't desert me

Don't turn back now that we're here

People always say life is full of choices

No one ever mentions fear



Or how a road can seem so long

How the world can seem so vast (So vast)

Courage, see me through

Heart, I'm trusting you

On this journey to the past



Somewhere down this road

I know someone's waiting

Years of dreams just can't be wrong, no

Arms will open wide

I'll be safe and wanted

Finally home where I belong (Belong)



Well starting here my life begins

Starting now I'm learning fast

Courage, see me through

Heart, I'm trusting you

On this journey to the past



Heart don't fail me now, no

Courage, don't desert me (Courage, see me through)

Home, love, family

There was once a time I must've had them too

Home, love, family

I will never be complete until I find you, hey



One step at a time

One hope, then another

Who knows where this road may go? (This road may go)

Oh, back to who I was (I was)

Onto find my future

Things my heart still needs to know (Heart needs to know)



Yes, let this be a sign

Let this road be mine

Let it lead me to my past (To my past)

Courage, see me through

Heart, I'm trusting you

To bring me home (Bring me home)



At last

At last, ooh

Courage, see me through

Heart, I'm trusting you

Hey, yeah

Hey, yeah

Hey, yeah

Hey, yeah

Hey, yeah

Courage, see me through","soundtrack, 90s, aaliyah",soundtrack,90s,aaliyah
Aaliyah,Back And Forth,"[R. Kelly & Aaliyah:]

Let me see you go back (Move, it's the L-I-Y-A-H)

Let me see you come forth

Now let me see you go back (Move, it's the L-I-Y-A-H)

Let me see you come forth

Uh, let me see you go back (Move, it's the L-I-Y-A-H)

Let me see you come forth

Uh, let me see you go back (Move, it's the L-I-Y-A-H)

Let me see you come forth, yeah




[Aaliyah:]

It's Friday and I'm ready to swing

Pick up my girls and hit the party scene

Tonight, oh, it's alright, mmm

So get up and let this funky mellow groove

Get you in the mood

'Cause you know it's alright



So Mr. DJ, keep the music grooving (Keep on grooving)

Don't stop moving (Don't stop moving)

Let me see you, let me see you go




[Aaliyah & (R. Kelly):]

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Go back

Let me see you go

(Let me see you back and forth, now check it)

Back, back, forth, and forth

Alright

(Let me see you back and forth, now check it)

I wanna see you go

(Let me see you back and forth, now check it)

Back, back, forth, and forth

Come on

(Let me see you back and forth, now check it)

Let me see you go

(Let me see you back and forth, now check it)

Back, back, forth, and forth

See you go back and forth

(Let me see you back and forth, now check it, check it)




[Aaliyah:]

Now's the time for you to make your move to the dance floor

So throw your hands in the air

And wave 'em around like you just don't care, yeah

Who is the L-I-Y-A-H?

Ripping up the stage

I got jazz personality, G mentality, beats the Soul Train



So Mr. DJ, keep the music grooving (Keep on grooving)

Don't stop moving

Now let me see you go back and forth

Back and forth, yeah



(Let me see you back and forth, now check it)

Back, back, forth, and forth, oh

(Let me see you back and forth, now check it)

(Let me see you back and forth, now check it)

Back, back, forth, and forth, oh

(Let me see you back and forth, now check it)

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Come on

(Let me see you back and forth, now check it)

And let me see you go




[R. Kelly:]

Hey, here's the formality

Get upon the floor, you see

Show your personality, be who you wanna be, tell me


[Aaliyah:]

See, can you feel the groove moving when I'm with you?

Hey, I wanna keep this party going on all night




[Aaliyah:]

So Mr. DJ, keep the music grooving (Keep on grooving)

Don't stop movin' (Don't stop movin')

Now let me see you go back and forth

Back and forth



(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Alright

Let me see you go

(Let me see you back and forth, now check it)

Go back, back, forth, and forth

(Let me see you back and forth, now check it)

Go back, back, forth, and forth

(Let me see you back and forth, now check it)

Bring it back, thinking forth

Alright

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)

Back, back, forth, and forth

(Let me see you back and forth, now check it)



Who is the L-I-Y-A-H?

Who is the L-I-Y-A-H?

Who is the L-I-Y-A-H?

Who is the L-I-Y-A-H?

Who is the L-I-Y-A-H?","rnb, soul, female vocalists",rnb,soul,female vocalists
Aaliyah,Don't Think They Know,,,,,
Aaliyah,Giving You More,"All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more



Let me be your angel, I'm ready

Ready to be the one you love

You don't have to worry, I'm with you

Yeah, whatever you require, it's my one and only desire



Call on me

And you know that I'll be all you need

Oh, come to me

I got what you like, and your love I won't deny



All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more



Let me be the one that you run to

Everything that you're goin' through

And if you feel kind of lonely, you just call me

Any time, any place, anywhere



All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more



I'm givin' you more, all the love you need

I'm givin' you more, all the love you need

I'm givin' you more, all the love you need

I'm givin' you more, all the love you need

My love, is right here for you

And I'm down to give you every part of me

Can't you see



All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more

All that you need, all that you want

I wanna be the one that's giving you more



All that you need, all that you need

All that you need, everything you get

All that you need, I know what you need

All that you need

All that you need

All that you need","female vocalists, soul, rnb",female vocalists,soul,rnb
