ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/dorsal-atlantica/,Blood Pact,"You've drunk my juice and swallowed my orgasm
You promissed we'd never be apart

Hey, We've signed a Blood Pact for the rest of Life
I'm being selfish but I need you to save my mind

I took off my clothes and shaved my genitals
Showing you the naked Truth The resting blaze of abuse

It's not emotional blackmail I need you to breath my air
and throw up the food i shall eat

Living in the past, forbidden present, forgetting the future
Control your mind
Do you wanna be the problem or the solution ?","thrash metal, brazilian, speed metal",thrash metal,brazilian,speed metal
/dorsal-atlantica/,Madness,"Without music and God I couldn't live
Losing my self steem and losing the woman
I love the most. She got me out of her sight
I feel her in every morning whisper
Tears in my eyes. Crying is my business
Depressing me

Madness, breathing madness, shadows embracing me

I don't want to live feeling so much pain
Hurting me inside, fighting the dark side of my mind

Madness, breathing madness, shadows embracing me","thrash metal, brazilian, speed metal",thrash metal,brazilian,speed metal
/dorsal-atlantica/,Thy Kingdom Come (alea Jacta Est),"One man who comes from the slums
And needs to be checked 'cause he takes wide steps
THY KINGDOM COME
There are many stories and phenomenons of healing
But his greatest talent is to love his neighbour
THY KINGDOM COME
Some follow him and find what they left behind meant nothing
Wanted to share their true love
It looks like a revolution but it's only the truth
People call him Black Angel because of the colour of his skin and his goodness
A procession of homeless kids and beggars dressed with ripped blankets
Despite of everything
Smiling faces
While people start to love this man, some will be preparing his death
THY KINGDOM COME","thrash metal, brazilian, speed metal",thrash metal,brazilian,speed metal
/grave-digger/,Battle Of Bannockburn,"[1] The wind lashed in our faces
The English found our traces
On moss-covered land
Scotland we defend
At Stirling bridge we try to last
But we fail to stand fast
Blood mingles with pouring rain
Writing tales of pain

Help - Else we will perish
Help - Else we will vanish
Look - Heaven's sign
Look - Ship's graceful lines

White knights appear
Silhouetted against the dark
In the battle of Bannockburn
The table turns

Few knights appear
But masters of the fight
In the battle of Bannockburn
The table turns

[2] They draw their glaming swords
Two knights one horse
How they swing their flail
Ending the bloody tale
Just like a bad dream
English disappear in fog
Finally - Victory
Highlanders' victory

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/grave-digger/,Excalibur,"Excalibur
Unknown heir
Orphaned page
A King to be
Come his Age
For God's sake

Sorcerer
Sword in Stone
Release will
Bring the Throne
For the Chosen One

The Almighty will point out
The only royal blood in the crowd

EXCALIBUR
SWORD OF THE KINGS
TAKE ME ON YOUR WINGS
BACK WHERE I BELONG
EXCALIBUR

Unworthy
Bound to fail
Noble Heart
Bound to gain
Challenge your faith!

Sorcerer
Sword in Stone
Release it
Ascend the Throne and
Take the crown

The Almighty now throws the dice
Arthur the man without a vice

EXCALIBUR
SWORD OF THE KINGS
TAKE ME ON YOUR WINGS
BACK WHERE I BELONG
EXCALIBUR

Precious Sword
Arthur's hand
He deserves
To rule the land
Lead Britannia

Excalibur lights up the sky
Hard times have been passing by

EXCALIBUR
SWORD OF THE KINGS
TAKE ME ON YOUR WINGS
BACK WHERE I BELONG
EXCALIBUR","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/grave-digger/,Hate,"Live in darkest dreams; drugs roam in my head
Nothing's like it seems; still the blood is red
Myself is what I hate; my living and my lie
I blow to my fate; never try
I hate myself, don't call my name

[Chorus:]
Hate is strong, hate is black,
Kills the light,no way back
Don't go my way
Don't go this way
Oh God help me
Here's the road that leads to hate

The shit of all the years, it lies upon my soul
Depressions and my fears, things I can't control
The days are painted grey, I never see the light
I throw myself away, give up, never fight
The sun somtimes shines, upoon my wretched miind
But I just close my eyes, and hate is what I find
Hope is what I need, despair is what I find
Hate is what I feed, hate is what I live
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/grave-digger/,Inquisition,"[1] A bloody Friday October 13th
Inquisition takes its course
King Philipp's armed force
Templars are blamed for conjuration
They are said to be heretics
And coursed by the catholics
Because they didn't save Jerusalem

Are you the one
Who's into blasphemy
You better run
Escape from agony

Are you the one
Believing in Baphomet
Make your confession
And you will be free

[2] Seeking the hidden treasures
The Pope is taking measures
Persecution spreads all over Europe
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/grave-digger/,March Of The Innocent,"Wooden walls around my mind
My soul has left memories behind
We walk around like ghosts
Like puppets on a string of despair

As bells toll – a call for the choosen ones
Outside the windown i see loaded guns
The caravan of dying flowers,
Moving to the showers
Moving through doors of steel

Black flowers in cities of death
Where sun turns to grey
And love fades away

It’s the march of the innocent
It’s the march of the innocent

Prayers don’t find
The right words to help
Speachless they move through
Thousand of tears
Touching the head of child who cries
Defending the fear of those who will die

Through fire we walk no chance to survive
The army of terror steal our lives
Now faith is substance
Of things we hope for
We’re starting the journey
The heaven’s door

Black flowers in cities of death
Where sun turns to grey
And love fades away

It’s the march of the innocent
It’s the march of the innocent
It’s the march of the innocent
It’s the march of the innocent","heavy metal, power metal, metal",heavy metal,power metal,metal
/grave-digger/,Rebellion (The Clans Are Marching),"Chorus: 2x
The clan's are marching against the law
Bagpipers play the tunes of war
Death or glory I will find
Rebellion on my mind

Rumours know that rebellion will break out
Bonnie prince charles is in the highlands to claim his
Crown no doubt
He raised his standart at glenfinnen calling to our pride
The jacobites are gathering I'll be at their side

Armed and ready stand
My rights I must defend
Steel is in my hand

The clan's are marching against the law
Bagpipers play the tunes of war
Death or glory I will find
Rebellion on my mind

The town of edinburgh fell soon in our hands
Defeated the english at the battle of prestopans

Armed and ready stand
My rights I must defend
Steel is in my hand

Chorus: 2x
The clan's are marching against the law
Bagpipers play the tunes of war
Death or glory I will find
Rebellion on my mind

The clan's are marching against the law
Bagpipers play the tunes of war
Death or glory I will find
Rebellion on my mind","heavy metal, power metal, metal",heavy metal,power metal,metal
/grave-digger/,Son Of Evil,"Unborn child of the coming darkness
Would you guide us through the time of dreariness

Face like an angel
Sing the Sabbath song
The power of evil
Poor child of sin

Licking my blood - this shadow of madness
Stealing my breath and leaving me soulless

[Chorus:]
I'm the fear
Deep in your soul
Cause I'm the son of evil
I'm the hate
I'll bring you to death
Cause I'm the son of evil

This nightmare roars - feeding despair
Breathing fire - disturbing the air

Face like a creature
Sing the Sabbath song
This Jesus of ruin
Praying with Judas tongue

My funeral is open and I'm buried alive
Birds singing poems of my satanic life

[Chorus:]
I'm the fear
Deep in your soul
Cause I'm the son of evil
I'm the hate
I'll bring you to death
Cause I'm the son of evil
","heavy metal, metal, power metal",heavy metal,metal,power metal
/grave-digger/,The House,"I'm riding through the night, a friend has called me
I see the moonless sky, the stars shine bright
The house before me, fog hangs over
I'm standing there alone in the dark

I ring the bell
He opens the door
He looks like death
No shadow on the floor

It seems life's gone out of his body
And madness has now taken control

Pale and grey
A weird mind
His sister is dead
And I'm so blind

Deep in the house
She's lying there
This bird of happiness
With long black hair

[Chorus:]
Silent screams out of the distance
It seems the walls would talk to me
Whispering voices out of the grave
It seems the house can't set me free

Horror running through my veins
As I see my friend going insane

Pale and grey
He's standing there
Scratching and moaning,
Disturbing the air

He knows that he buried his sister alive
But as he sees her he knows that he'll die

[Chorus:]
Silent screams out of the distance
It seems the walls would talk to me
Whispering voices out of the grave
It seems the house can't set me free

And it's burning...","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/grave-digger/,Warchild,"I'm fighting, I'm killing, just like a man
Sanding, defending, a gun in my hand
Look in my eyes, can't you see they're so cold
I'm a fighter, I'ma warrior, I'm twelve years old
Look like a kid, but I learned how to steal
Play children's games, but my killing is real
Once was a kid, just normal as you were
Then soldiers came, killed and they burned
I lost my home, but I found a gun
I take their livees, just like they have done
You took my dad, you killed, you stole my youth and
Took my mum. You raped. I take your lives now

[Chorus:]
I'm a little warchild
I kill with an evil smile
I'm a little warchild
I shoot and death you dial

I 'm fighting. I'm killing, just like a man
Standing, defending, a gun in my hand
Once was a kid, just normal as you were
Then Soldiers came, killed and they burned
I lost my home, but found a gun
I take their lives, just like they have done
","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/children-of-bodom/,Black Widow,"(Right!)

(Fire!) the fire is more right than my eyes
Don't remain, go misplay, you're so, so wild
(Traitor!) your vengeance night, yes, always for me
Always now, once you know, widow

(Right!)

(Murder!) your fire murders all my problems
Ah (oh yeah!)

[Chorus:]
Fire: here I see the fire in my heart
Traitor: hate your face, obey or you're gonna die
Murder: murderer in you call me to die
Oh yeah: I'll come back to you when I'm dead

Your voice is getting closer (today: fuck every day!)

Sleep up in the night - the Lord doesn't matter in my fight
Widow, tell me the reason

[Chorus:]
Fire: fire is into turning in my heart
Traitor: hate your face, obey or you're gonna die
Murder: praying on my knee, I saw her near, come here
Oh yeah: I'll come back to you when I'm dead

I'm dead: this is all, widow
",,,,
/children-of-bodom/,Hellbounds On My Trail,"Watching the cunt
But before I'm into worries
I do better think fast
Step beyond the legs
Risk selfdestruction
One more sucker
Wait again
To the wrong turn
To the right direction
Too many fucking gonna turn
Going too fast
When you call me outrageous
As a questioner

No feelings - you destroy me HATE
We're welcome - we're on this show END

What the hell was that?
It's a battle name
Tied down everything long before
Blaming all the suckers
I don't give fuck
Till they're coming down
Where I go
Or he's gonna stop me
And when I hear the voice
So you better take care of me now
Knowing that I've always gotta come back
Till the end of life has arrived

Things happen while I grow
No one to catch my fall
Becoming dull is all I know
Resurrection - friend or a foe

No feelings - you destroy me HATE
We're welcome - we're on this show END

Gone too fast
I'm caring about the truth
So tell me how
Fuck me sideways
I've been loved before right now
After I've been down
Well if you don't need to
Resurrect a shadow of myself

No feelings - you destroy me HATE
We're welcome - we're on this show END

No feelings - you destroy me HATE
We're welcome - we're on this show

Remember me, seventeen
Come on, get you going
Have I told you I would return
Come on, get you going
Gotta get on the way
But the butcher
You're allowed to lie
I disapprove my body
Eat my dinner
You dull stupid role model
Who's about to rock

Things happen while I grow
No one to catch my fall
Becoming dull is all I know
Resurrection - friend or a foe
Friend or a foe","melodic death metal, death metal, power metal",melodic death metal,death metal,power metal
/children-of-bodom/,Mass Hypnosis,"Looking Inside, Your Future Uncertain
The Fear Grows As A Sickness Uncured
The Silence Agonizes, The Word Sound Strong
Look Inside The Eyes, Leave This World
Hate Through The Arteries
Mass Hypnosis
Uncertain Of Being Back
They Make You Feel So Good
Everything's Darkened
Obey Like A Fool
Hate Through The Arteries
Mass Hypnosis
Soldiers Going Nowhere
Believers Kneeling Over Their Sins
Inhuman Instinct Of Cowardly Leaders
Make The World Go Their Own Way
Tens Of Thousands Hypnotized
Trying To Find A Reason Why
Look Inside Your Empty Eyes
Obey 'till The End
Looking Inside, Your Future Uncertain
The Fear Grows As A Sickness Uncured
The Silence Agonizes, The Word Sound Strong
Look Inside The Eyes, Leave This World
Hate Through The Arteries
Mass Hypnosis
Soldiers Going Nowhere
Soldiers Blinded By Their Faith
","melodic death metal, death metal, metal",melodic death metal,death metal,metal
/children-of-bodom/,Scream for Silence,"It's along way to
The top of rockbottom
Bottoms up
Lets drown my sorrow
If you need to feed on my pain
You might as well tap my vein

And tomorrow scream for silence
The chaos whispers violence
It screams out the truth
And the truth never speaks in love

Never wanted to be the reason
Why I'm ending up alone
I cry out at my reflection
Just to hear that no one's home

What happens if you're still alive?
Will you suffer enough to cry?
If tears infest our holy ground
That world will spin around

I'm content. I'm high
You wouldn't dare
To touch. To feel
It's not like you would care
I'm safe. I'll fly
And I will try
You forewent. Good bye
You say as I die

What happens if you're still alive?
Will you suffer enough to cry?
If tears infest our holy ground
That world will spin around

What happens if you're still alive?
Will you suffer enough to cry?
If tears infest our holy ground
That world will spin around","melodic death metal, death metal, metal",melodic death metal,death metal,metal
/children-of-bodom/,"Trashed, Lost And Strung Out","Another trainwrecking punch with nothing to cushion the blow
Tryin to be dangerous helping unhealthy never ready to go

Before I go high I'm very down
They're only going out there again and again

You try biting all the way not be one to none lost your strungout
Then again try something fucked to mess around and knock me out

Before I go high I'm very down
Theyre only going out there again and again

Maybe I shouldn't profisize my life what the fuck have I done to you
But did you ever be harrassed, with my head still tryin to tell me what the fuck to do

I'm even getting to the point where I can do nothing but try to be strungout on you
Let me down, waiting down below, for the truth I still may go
Until the enemies walking battered around, looking at my own reflection
For ever lost I kiss you good bye to kill my soul addiction

Before I go I hit the ground
They only tore my life down
Before I go high I hit the ground,
The only way I ever get down,
Then with the next you'll tell me where to go,
And after it I'll want more

I'm even getting to the point where I can do nothing but try to be strungout on you
Let me down, waiting down below, for the truth I still may go
Until the enemies walking battered around, looking at my own reflection
For ever lost I kiss you good bye to kill my soul addiction","melodic death metal, death metal, metal",melodic death metal,death metal,metal
/primal-fear/,Devil's Ground,"He himself said, that hell was originally prepared for the devil and his angels.
In hell, you will be ruled over and will be inferior by darkness and the forces of evil. Your
new home will be made up of demons, fallen angels, wickedness and even the lord of
darkness himself... you will be at the bottom of the guest list.
The sphere of hell is a hollowed-out place in the earth's core. Scientists proved that the earth's
outer crust is less than twenty miles thick and that beyond that point, there are rivers and
lakes of flaming blood of the earth, called the ""lake of fire"". Long before the final judgment, of
the thousand suns you will find the gates to hell in burning ruins of the new city.
When the sinner closes his eyes for the second death and darkness takes his soul, you will see
and feel movements in the air. The saviors are open you and there will be no triumph without loss, no freedom
for your soul without sacrifice. There's only specific kind of creature, who ever
came back from the eternal.
This very moment, your eternal soul may be less than twenty miles from the burning fires of hell!
If you go to hell, be sure - You'll be there forever...","power metal, speed metal, heavy metal",power metal,speed metal,heavy metal
/primal-fear/,Church Of Blood,"Steel and fire
Spreading the holy word
Dirty liars
The truth has never been heard
Are you the own who think free
Or do you share this mad insanity
To use a religion - increasing the terror
Is much more that just a human error

What are they fighting for
They call it holy war
So many innocent have died

There's no democracy in the church of blood
There's no democracy
Welcome to the church of blood

Pray salvation
The promised paradise
Violent nations
Who kill and terrorize
Sowing the seeds of discord
Ready to kill in the name
Of our lord
Suicide victims setting their signs
Burning the books and the tales
With their lives

What are they fighting for
They call it holy war
So many innocent have died

There's no democracy in the church of blood
There's no democracy
Welcome to the church of blood

No democracy in the church of blood
There's no democracy
Welcome to the church of blood

Oh lord, my god - consider all the words thy hands
Have made
Your son - you sent him to die,
I scare can take it in
That on the cross,
My burden gladly bearing
He bled and died to save me
From my sin",,,,
/primal-fear/,Formula One,"Acceleration - my body's pressed into the seat
Fascination - pipes are glowing in the heat
Am I the fastest one can I improve
Making a late run I still got the groove
Pole Position - I'm on the top prepared to win
Rising tension - the lights are set, the start begins

Smoking Wheels - I'm getting faster, take the lead
Shifting gears - the engines pushed up to top speed

Formula One - the class of kings on highest level
Formula One - come to see me win

Wheels are spinning, on slicks I have the perfect grip
Feel like winning, the fastest lap is now complete
I am the fastest one, taking this race
I'm overtaking, setting the pace

Feel the street - I take the curves, I love to slice
Beat my beat - I'll finish first and take the price

Formula One - the class of kings on highest level
Formula One - come to see me win
Formula One - will get into your blood forever
Formula One - let the show begin

Elated at victory, I stand on the podium
The audience is roaring, they reach out for me
Showers of champagne are running down my neck
In honour of my country they play the nation's song

Acceleration - my body's pressed into the seat
Fascination - pipes are glowing in the heat
","power metal, speed metal, metal",power metal,speed metal,metal
/primal-fear/,Marching Again,"On a flight through the night
There's no sleep at midnight hour
But I'm eased - heading east
And I can not wait to hit the stage

That's what I'm born for
And that's where I live
It's where I belong

The favoured few are marching again
Destined for spreading the word
Time's on our side and the worlds' greatest fans
Are feeding the flame of our hearts

Another flight through the night
And no sleep at midnight hour
Had a blast in the west
But the time has come to fly back home

That's what I'm born for
And that's where I live
It's where I belong

The favoured few are marching again
Destined for spreading the word
Time's on our side and the worlds' greatest fans
Are feeding the flame of our hearts

There's always someone who is bitching and shouting
Rambling and tramping - intruding and crowling
We came to spread the word no matter what they're saying
Over and over - always, forever!

The favoured few are marching again
Destined for spreading the word
Time's on our side and the worlds' greatest fans
Are feeding the flame of our hearts",,,,
/primal-fear/,Riding The Eagle,"Countless miles he carried me
Crossed mountains and the seas
Rolling on I got a mission to complete

Metal fighter shining brighter

Flying high as we cross the sky
High on those wings
Riding the eagle
High as we cross the sky
Taking the world we'll fly

We travelled through the universe
Supersonic without fear
They tell a tale of an eagle flyin' free

Metal fighter shining brighter

Flying high as we cross the sky
High on those wings
Riding the eagle
High as we cross the sky
Taking the world we'll fly

[solo]

Flying high as we cross the sky
High on those wings
Riding the eagle
High as we cross the sky
Taking the world we'll...
High as we cross the sky
High on those wings
Riding the eagle
High as we cross the sky
Taking the world we'll fly","power metal, heavy metal, speed metal",power metal,heavy metal,speed metal
/primal-fear/,The Exorcist,"Drive the Devil out of me
My soul is cryin' for liberty
Demon blood runs through my veins
The Beast will have no mercy can't you see
My nature is oppressed by sin
The incarnated pest within
Satan's curse hangs over me
Water vaporizes at my skin

There's only one who can see
The evil beast inside me
Only the cross heals my heart
I need to see:

The Exorcist
Come take the fight with the beast
Demons no longer resist
Smoking a pipe with the priest
I want to break free

The Exorcist
The Exorcist

Strapped and gagged into my bed
An iron crown upon my head
Finger scratch upon the wall
Maggots on my skin - my eyes are red
A trident sign adorns my skin
Angels came and carved it in
Dr. Demon on his rounds
Sister pain says: let the show begin

There's only one who can see
The evil beast inside me
Only the cross heals my heart
I need to see:

The Exorcist
Come take the fight with the beast
Demons no longer resist
Smoking a pipe with the priest
I want to break free


Leonardo K'",,,,
/annihilator/,A Man Called Nothing,"I'm scratching a picture on the wall
of a man called nothing at all
why are they keeping me here
please just let me go
please let me go

I'm hearing voices deep inside my head
but I don't want to listen
why don't you leave me, just leave me alone
cause I'm in no condition

join us - I won't follow you
Join us - there's nothing you can do
Join us - you're never going to win
Join us - cause I'll never let you in

what are these creatures crawling over me?
I'm in no condition

Join us - I won't follow you
Join us - there's nothing you can do
Join us - you're never going to win
join us - cause I'll never let you in

I claw at the walls until my fingers bleed
is it really happening or is it just a dream

I look in the mirror
his eyes stare right back
he is always watching
this room turns to black
we are the voices deep inside you're head
but you don't want to listen
","thrash metal, speed metal, heavy metal",thrash metal,speed metal,heavy metal
/annihilator/,Chasing The High,"Chasing The High
Waking up to face another nightmare day
Blood drips from the mouth, my teeth decay
Deep depression is coming on fast
Got to get me my crystal breakfast

High, chasing the high
Die, chasing the high

High anxiety, panic setting in
Will do anything to get the sin
Sunlight burning my eyes gotta fill the need
Methamphetamine, it's time to feed

Dyin to feast
The monster is fed
Call for the priest
One more is dead

The chemical injection, rushing through the vein
Speeding up the system and burning up the brain
Powered and invincible, the pain is at an end
High above, so beautiful, the demon rides again

Cycle starting over but it's too late
Try it just one time, it seals your fate
Deadly consequences, you can't go back
Life is gone, a heart attack","thrash metal, speed metal, heavy metal",thrash metal,speed metal,heavy metal
/annihilator/,Fantastic Things,"A new day lies before me
And something doesn't seems to be the same
My life's so full with so much dark affection
I realize I'm the only one to blame

Fantastic things speaking to me
I've opened my eyes to the new reality
The pain I've known, slowly fade away
Fantastic thing speaking to me

Lost in a endless dream
That's haunted me forever
This feelings I didn't show
Brief the confusion
Will I can daily those just eating away
Theres so much in life I need to know

Fantastic thing speaking to me
I've open my eyes to new reality
The pain I've known, was slowly faded away
Fantastic thing speaking to me

As I awaken, it all become so clear
and you're so good, so deep inside
Just look around and listen, the tales of agony
The season of my life this time, is seted free

A new day lies before me
Echoing those twisted senseless memories
I've had the time to stop and wonder
Of the world it's sorting out
And what there is to see

Fantastic thing speaking to me
I've open my eyes to new reality
The pain I've known, slowly fades away
Fantastic thing speaking to me
Fantastic thing speaking to me
Fantastic thing speaking to me
The pain I've known, slowly fades away
Fantastic thing speaking to me
Fantastic thing speaking to me","thrash metal, speed metal, heavy metal",thrash metal,speed metal,heavy metal
/annihilator/,It's You,"I'M ALL ALONE
NOTHING TO HELP ME THROUGH THE NIGHT.
I WAIT BY THE PHONE
HOPING THAT EVERYTHING'S ALLRIGHT...ALLRIGHT.

NO ONE CAN TELL YOU
IS IT WRONG OR IS IT RIGHT.
BUT HOW AM I SUPPOSED TO KNOW.
THERE'S GOT TO BE AN ANSWER
TO EASE MY SOUL
IS IT YOU...IS IT YOU?

I NEED YOUR PROMISE
A PROMISE THAT I NEVER NEEDED ANYONE BEFORE,
NEVER NEEDED ANYONE BEFORE.
SO DON'T TRY TO PUSH ME AWAY
'COS I JUST KEEP COMING BACK FOR MORE,
COMING BACK FOR MORE.

NO ONE CAN TELL YOU
IF IT'S WRONG OR IF IT'S RIGHT.
BUT HOW AM I SUPPOSED TO KNOW.
THERE'S GOT TO BE AN ANSWER
TO EASE MY SOUL
IS IT YOU...IS IT YOU?

I WANT YOU,I NEED YOU
FROM THE BOTTOM OF MY HEART.
JUST TELL ME, I JUST GOT TO KNOW.
CAN YOU SEE ME,PLEASE BELIEVE ME
I LOVED YOU FROM THE START.
PLEASE TELL ME, I JUST GOT TO KNOW.

NO ONE CAN TELL YOU
IF IT 'S WRONG OR IF IT'S RIGHT.
BUT HOW AM I SUPPOSED TO KNOW.
THERE'S GOT TO BE AN ANSWER
TO EASE MY SOUL.
YOU'RE THE ONLY ONE WHO KNOWS.
THE ANSWER TO THE QUESTION IS DEEP INSIDE
IT'S YOU,IT'S YOU! IT'S YOU,IT'S YOU!
GOD ONLY KNOIW'S IT'S YOU!
","metal ballads, metal ballad, thrash metal",metal ballads,metal ballad,thrash metal
/annihilator/,Nothing To Me,"you've really got me screaming
you got alot of nerve
all the using and abusing
taking what you don't deserve

so tired of the commotion
you think it's all for free
I'm just going through the motions
but you mean nothing to me

you can't slide the shit by me
I've seen it all before
just try to push a little harder
I'll kick you right out the door

I'm getting tired of your emotions
you think the ride's for free
I'm just going through the motions
but you mean nothing to me

so you think you can ride my wind
and then disrespect me
well I can understand all the excitement
but get a grip on reality
","thrash metal, speed metal, heavy metal",thrash metal,speed metal,heavy metal
/annihilator/,Second to None,"Hello, are you looking for me? I'm the one to ease your pain
just call me 'The Doctor' and I prescribe cocaine
I am your reason to live, I'm your church and I'm your pastor
c'mon, you've got nothin to lose, it's time to bring you up a little faster

it's time to kill let's have some fun
you'll fight - I'll win, 'cause I'm second to none

it's not the first time that you've taken the bait
you don't need anyone cause I will be your soul mate
c'mon and taste me, I'll take you where you want to go
let's fly to the mountains, you can bury yourself in the snow

it's time to kill let's have some fun
you'll fight - I'll win, 'cause I'm second to none
you need me and I want you cause I'm the Devil's son
you'll fight - I'll win, 'cause I'm second to none

welcome to my world, I hope you see there's no way out
just look around you, I'll take you higher just so scream
scream it out

I am your reason to live, I'm the power that runs in the veins
you can bet your ass, I'll take you down but
you've only yourself to blame

","thrash metal, heavy metal, speed metal",thrash metal,heavy metal,speed metal
/annihilator/,The One,"You are the one but so far away
To be with you, there's no other way
you kiss and you touch so perfectly
I need to hold you close to me

I want you and I need you, like no one else before
Right here and right now, I can't take this anymore
I wanna be yours forever, a king for and a queen
But not in a story, not in a dream

I try to put myself to sleep but I miss the one I love
I miss the one I love
I think I got myself in deep with an angel from above
You're the one I love","thrash metal, speed metal, heavy metal",thrash metal,speed metal,heavy metal
/deicide/,Banished By Evil,"Life of disgust, his fable you trust, a fool, you abide
Hailing his vengeance and stripped
Of all senses, for God... You die
Fallen to silence
Death and defiance
Destroying the feeble
Banished by evil

Defraud the meek their followers
Weak, and cower at his sign
Truth of contention, deceit with
Intention, the heart, of the blind
Revival and crosses at one with
Your losses, and wonder, his lie
Unright with the facts, and there's
No coming back, the light, denied

Fallen to silence
Death and defiance
Destroying the feeble
Banished by evil
Soul is consumed, the coming
Of doom, the bible you revive
Blasphemy blessing, is faint
And distressing, his words of Christ

Blind to our death your creation a mess
Prayers for your need are denied, blind to
Despair and your lord does not care
Watching this world as it dies
Lack of reflection, with no interaction, the world will die
You're only a ghost and refuse
To invoke, the power of your Christ

Fallen to silence
Death and defiance
Destroying the feeble
Banished by evil
Death to religion, a blind
Contradiction of life defied
The cross of deception
And book of infection the truth a lie","death metal, brutal death metal, metal",death metal,brutal death metal,metal
/deicide/,Death to Jesus,"Calvary's son what have you done, Nothing but hang on a cross, Nazarene beaten to death, What is sin, your lord did you in... Putting your ass out to dry
Just a pawn sentenced to die
Revelation compromise, kill the world another time, In the name of God you hide, all behold the crucified
Heaven's dissention, the light of the dead
Absent as always, the crucifixtion
What's in his name that you want us all dead
Why do you question the voice in your head?
Reverence sours despising the meek, Biblical power, Descend into dream, Cast to the darkness contentious stay, Mourning forever his name you will pray
Mutilation, Left to Satan
Killed to save us, Death to Jesus
Under the sun, drained of belief, screaming at God to be dead, Dominus onward ascend, Fall from grace through the hands of the lord, Judas is hanging betrayed and ignored, Fuck the Christ, Who will save, Retro Send, Arbitrating the soul, Come again and relive it you know, Crucified when you arrive, Rendered unconscious, Confined to the cross, Caught in the act of the end of us all
Powerless again you die
For the Father you despise, Bare the burden of his Sign, Holy tomb of emptiness, Suffocate inside your shrine
Recitation, Salutation
God defeated, Death to Jesus

Revelation compromise, Kill the world another time
In the name of God you die
Death to Jesus, Crucified","death metal, brutal death metal, metal",death metal,brutal death metal,metal
/deicide/,Kill The Christian,"You are the one we despise
Day in day out your words compromise lives
I will love watching you die
Soon it will be and by your own demise

Buried in hypocrisy
Lacerate your faith in god
Morally diseased
On the cross of calvary your body bashed defeated, stabbed

Blessing as you hate
Loyal to your enemies
Monetary faith
As him you'll pay for the lies of your prophecy
Satan wants you dead

Kill the christian, kill the christian
Kill the christian, kill the christian
Kill the christian, kill the christian
Kill the christian

Armies of darkness unite
Destroy their temples and churches with fire
Where in this world will you hide
Sentenced to death, the anointment of christ

In due time your path leads to me
Put you out of your misery

The death of prediction
Kill the christian

Kill the christian...dead!
","death metal, metal, brutal death metal",death metal,metal,brutal death metal
/deicide/,Slave To The Cross,"Killing, blood spilling for faith in your god
Spreading the message defending his fraud
Murder unheard of until their belief
Rape of the willing is blessed by the priest
Travel to new worlds enslaved under god
Destroy their cultures then leave them to rot

Purification, consent to concede
Killing the ones who will never believe
Annihilation, convert to the cross
Civilization all under one god

SLAVE TO THE CROSS
SLAVE TO THE CROSS

Splitting masses indivision
Genocidal inquisition
Unified through their religion
Wreck this world with heaven's wisdom
Reign of the cross, the aggressor
Has killed more people than cancer
Slave to the cross of deception
When will we stop his infection

SLAVE TO THE CROSS - SLAVE TO THE CROSS

Terrify into religion
Rectify the church ambition
Crucify who will not listen
Wreck this world with heaven's wisdom
","death metal, brutal death metal, metal",death metal,brutal death metal,metal
