ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/moonspell/,Handmade God,"For that viper that grows inside your head
she remains there waiting to be fed
self made parasite speculating about the end

(I ask you)

Can you forgive her?

Back into the womb of this holy woman
else pregnant of an entire breed
of men afraid to create, (to) take place and to proceed

(I ask you)

Can you forgive them?

They promised me a miracle
a private god for me to hold

Can you forgive me?

They promised me a miracle
someone to really really love

Can you forgive me?

Your handmade god
is back into your womb

Is it right to indulge on an ecstasy
of creating a god that sees what I see,
looks exactly like me, rather what I (what I) wanted to be

Can you forgive me?

For that viper that grew inside my head
for having betrayed you so well

Can you forgive me?

They promised me a miracle
when all my crimes will be just one
but now is gone.
They promised me a miracle.
Back to your womb it feels so cold.
","gothic metal, doom metal, black metal",gothic metal,doom metal,black metal
/moonspell/,Malignia,"The quick spider weaving
Keeping the web alive and well
Like the black widow male
Just another victim
To a love so rare

I saw no light in your eyes
I know that others have tried
I thought I was the one!
But you turned me into stone!
And when you look back at people
You turn them into dust

I count the snakes in your hair
Growing stronger with every breath
I will be the one who waits
Picking up the pieces until
You come again

I saw no light in your eyes
I know that others have tried
I heard your tears sold like gold
One more of your lies unfold
I thought I was the one!
But you turned me into stone!
And when you look back at people
You turn them into dust

Malignia
I thought was the one!
Thought was the one
Thought was the one","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Second Skin,"Crawl me into your second skin
and teach me everything

Second skin

Through your eyes a voyeur
Through your veils of a visionaire
talk to me about those things
no other soul would care.

Outcast all the colours that I still have
Camouflage me so I can fall and stand
somewhere between an underrated angel
and all those citizens marked with an X-Sex.

Second skin

Tissue apart and right to the heart
teach me the wonders of your moral blade
so I can stand still while you have to kill
all that was yours before and now has to fade away

Draw me the fine line between religion and crime
You are one more son of God you can never be wrong
but aren't we all?

As we sit and wait
for the serpent to bite our very own tail.

As I sit and wait
for the serpent to bite my very own tail.

Second skin","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Translation For Opius Diabolicum,"""Fly, serpent of pride,
Mother of earth, our Mother
Law of those who claim
For the Homo Natura, for the flame,
Fly erotic Pentagram
And destroy, destroy those who love us.""

Langsuyar T. Rex
Fall 1993 e.v.

""I would masturbate over your divinity,
Sodomize you if your feeble existence
would offer an ass to my incontinence;
My arm thy heart would pull out
So that with my profound horror better could I penetrate you.""
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/running-wild/,Beggar's Night,"Blood, blood, bloody night
The poor stand up and fight
Marquises, kings and all this vermin
Hunted up in burning streets
Fight, fight, fight with rage
Their menials are locked up in cage
The spirit of the rebel lives
Determined to break free

We stand up to break our chains
Rulers beware
We'll give you suffer and pain
On beggar's night
Riot terminates our pain
We'll catch you in your air
You have to pay for your blame
On beggar's night

Sin, sin, whip and chain
That's the way they lived and reigned
Too many people died in their dungeon
Now pain's too hard if it's for their profit
Beast, beast, go away
No reason why you have to stay
The wealth you squeezed out of our lives
Will become your tomb

We stand up to break our chains
Rulers beware
We'll give you suffer and pain
On beggar's night
Riot terminates our pain
We'll catch you in your air
You have to pay for your blame
On beggar's night

","heavy metal, metal, power metal",heavy metal,metal,power metal
/running-wild/,Demonized,"Modern man is going crazy,
the whole world is going mad
The atmosphere is going hazy,
they loot the world until its dead

The hell of war that rages on,
the law of hate that's everywhere
Falling bombs a billion tons,
plunge the world into dispair

An evil, frightening nightmare
that rules the world until the end
No change and no redemption
will come until the evil's banned

Demonized, the machinery pollutes the air
Demonized, atomic bombs that sow dispair

Politicians rule the lie,
misuse the law to make their pile
Corrupted whores of deepest dye,
they ruin the world, but they keep their smile

An evil, frightening nightmare
that rules the world until the end
No change and no redemption
will come until the evil's banned

Demonized, the machinery pollutes the air
Demonized, atomic bombs that sow dispair

They invade the world with blinded rage
Revealing truth'locked to a cage
War and death their evil seed
They hold their power on dirty deeds

Religious con-men are catching souls,
take the money that's rolling in
They cheat the world to save their goals,
let children die while they pray and sing

An evil, frightening nightmare
that rules the world until the end
No change and no redemption
will come until the evil's banned

Demonized, the machinery pollutes the air
Demonized, atomic bombs that sow dispair
Demonized, corrupted men that pray the lie
Demonized, they save the money let people die

""That rotten bastards!""

",,,,
/running-wild/,Genocide,"When they try to tell you knowledge is a dangerous thing
""It's such a dangerous thing""
The people that have it are the people that sin
And the people that need it are the people that can never win
""They can never win""
Let me get you out of here Little Broken Wing

There are people round here that are right
There are people round here that like to sleep at night
There are people round here that go slow
There are people round here that don't kindly to the killing of the
buffalo

When they tear up all the treaties and break up all the plans
""They break up all the plans""
Did you do your duty and kill on command?
Did you know the redman used to roam this land?
""He used to roam this land""
Now the souls of lost warriors blow across the sands

People round here they get it right
People round here we like to sleep at night
There are people round here that go slow
People round here that don't take kindly to the killing of the
buffalo, oh no

So listen to my story and listen to it well
""You better listen well""
Listen to the glory of the gory details of the tale I tell
Did you know the redman very well?
""I used to know him well""
Did you know the hunting ground before it became a hell?

There are people round here that are right
There are people round here that like to sleep at night
There are people round here I don't know
There are people round here that don't take kindly to the killing of
the buffalo

The killing of the buffalo
The killing of the buffalo

The killing
The killing of the
The killing of the buffal
The killing of the buffal
The killing of the buffal
The killing of the buffal
The killing of the buffal
The killing
The killing of the buffal

So listen to my story of Genocide
How they were hunted and slaughtered till there was no place left to
hide
Did you know the redman used to hold his head with pride?
Till every man, woman and child were destroyed

There are people round here that get it right
There are people round here that couldn't sleep at night
There are people round here I don't know
There are people round here that don't take kindly to the killing of
the buffalo

There are people round here that understand
There are people round here that couldn't give a damn
There are people round here that go slow
There are people round here that don't take too kindly to the killing
of the buffalo

The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing
The killing of the
They're killing all the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing
They're killing all the
They're killing all the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing of the buffalo
The killing
The killing of the
The killing of the buffalo

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Men In Black,"A blinding phenomenon lights up the darkened sky
You think of U.F.O.'s, saucers that rush by
Photographs are taken, the public is informed
You trust in veracity but they laugh at you with scorn

Beware of the men in black, they rule the poison of darkness
Beware of the men in black, the creeping snake that lies
Beware of the men in black, staying black for all eternity
Beware of the men in black, lackeys to the lord of flies

You don't let rule the lie where the truth should be the law
So pale and blackdressed men are knocking at your door
They use intimidation to bring you into line
They say it's better to shut up if you think your health is prime

Beware of the men in black, they rule the poison of darkness
Beware of the men in black, the creeping snake that lies
Beware of the men in black, staying black for all eternity
Beware of the men in black, lackeys to the lord of flies

Hey Mr. Blackheart do you think you can endure
'Cause your cover up of truth, your net of lies is poor
Once the time will come to break the hiding wall
The truth will bid difiance, in deepest hell you'll fall

Beware of the men in black, they rule the poison of darkness
Beware of the men in black, the creeping snake that lies
Beware of the men in black, staying black for all eternity
Beware of the men in black, lackeys to the lord of flies

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Renegade,"[Music: Kasparek, Lyrics: Finlay]

Living fast - you take it day by day
One last chance - to throw it all away
Mistrust is all you see in a world of hate
You know the reason why - but way too late

In this heart he knows that he won't fall but
On the streets they're playing winner takes it all

One on one he's a renegade
Could tell his time was coming
Chasing the ace of life
One by one he will win again
Make no mistake this time
He's a renegade

Restless night, you wanna watch the dragon burn
Lives for knives, are you ever gonna learn
You really wanna know if the needle ever lies
But you just don't believe - it's the devil in disguise

In his heart he knows that he won't fall but
On the streets they're playing winner takes it all

One on one he's a renegade
Could tell his time was coming
Chasing the ace of life
One by one he will win again
Make no mistake this time
He's a renegade

[Slowbit:]
Severe vene puncture sights on the
inner forearm with evidence of vein
thrombosis on both right and left sides.
Rhinitus of the nasal passages with
evidence of extreme laceration of inner
membrane and mucus ducts.
Symptoms of withdrawal obvious together
with complaints of visual hallucinations
and extreme paranoia.

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Soulstrippers,"Fighting on the TV, the trench war is on
The host is getting greedy, the viewers having fun
Kain is slaying Abel with words below the belt
Insult lives in the fable no truth would ever help

Hysteria is on
One day hero
Stripped down to the bone
Reduced to zero

Soulstrippers, triumph on high
Soulstrippers, truth and a lie
Soulstrippers, being a star
Soulstrippers, feathered and tarred

Fasten your seabelt for a heavy 'tour de force'
Where respect is never spelled, audacity sets the course

[Pre & Chorus...]

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
