ALink,SName,Lyric,genres,genre_1,genre_2,genre_3
/moonspell/,Heartshaped Abyss,"Never resist
The firewalker
He has been sent
To educate you
never look back
at the great Deep
and never dance to
that curse he sings

Never resist
The life long Pessimist
he is the leader
and not the enemy
My heart complete
put to destroy you
my darkness is obsolete
please let me follow you

And when we meet there
Into the Heartshaped abyss
youç£l scar my your kiss
and when we meet there
into the heartshaped abyss
you'll forgive me everything
scared away
get away

Never resist the firewalker
he has been sent to lay a curse on you
never look back;never resist
Liar I am ready to push you

And when we meet there
Into the Heartshaped abyss
you'll scar my your kiss
and when we meet there
into the heartshaped abyss
youç£l forgive me everything
scared away
get away

Let's get away from this world
to a place we are still beautiful

Abismo porté†«il, em forma de coraçŽ¢o
","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Let The Children Cum To Me...,"Hey you little Jesus' bride, why have you smiled to me?
Hey you little Jesus' bride, why have you sung to me?

They say that God is inside us all, and sometimes He
is not in the way that I have preached for, to wish to,
but God is my lover and I love him too

He acts in mysterious ways
He has such mysterious shapes
I know them all from inside out
and in one by one I do believe - no matter how

And they say the tongue who prays is the tongue which licks
And that the ones who kneel in four shall stand
to be loved by God without having the grace
to see who is behind them now, wearing God's face

The Judgement's Day is not ever far away
But to how many did it came long before the puberty?

Hey you little Jesus' bride, why have you smiled to me?
Hey you little Jesus' bride, why have you sung to me?

As they select themselves and cut in innocent flesh
what Jesus really meant by:
""Let the children come to me...""

Hey you little Jesus' bride, be my wife, be my wife...","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Memento Mori,"I am the moment, the soul
The moment that ends it all
I am the second, the will
The serpent, the one you last recall

The living pulse of nightmares
Is on my side
With the shadows I fade into you

A secret promise of leaving
Blanking your eyes
When you look for me try for once inside

In the sleep of cruelty
The old sounds of you and me

I am the moment, the soul
The moment that ends it all
I am the second, the will
The serpent, the one you last recall (You are lost)

The ones so long forgotten
Now at your side
Their spirits travel from me into you

A rush of waters then afterlife
The wind in the trees
Yours is the fight in this minute dark

I am the moment, the soul
The moment that ends it all
I am the second, the will
The serpent, the one you lost...

In the sleep of cruelty
The old sounds of you and me

And for a moment it's gone
The beauty of it all
I am the second, the fall
The logic of it all

I am the moment, the soul
The moment that ends it all
I am the second, the will
The serpent, the one you last recall

POSTED BY INTASQUI","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Once It Was Ours!,"Vanishing act inside the weak
In need of you and all what's real
Spirited into our lost ways

In solitudes to follow
Across the land departed on sea
We will be living our last days

Remember!

Once it was ours
We have waited forever
We are to blame
For once it was ours

We are a revolution strong inside the weak
The anguish of the all to be
Lost forever into your unique ways

In telling blood decisions stay
Keep the light strong for me!
My darkest hour ahead it lays

Remember!

Once it was ours
We have waited forever
We are to blame
For once it was ours

It's a resolution! Our destination shall be ours again
It's a resolution! And it's coming our way...

Remember!

All that you see
Could ever feel
Once it was final
Once it was all...

Remember!

Once it was ours
We have waited forever
We are to blame
For once it was ours

Remember - We are living our lost days

Once it was ours!

POSTED BY INTASQUI","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Serpent Angel,"Father Satan send the Serpent
Poison me with your tongue
Envolve me in a darkness shell
Grant me all the powers of hell
Lucy Feris... bringer of light
Serpent God... Septentrion rise!

Unholy I felt, delirium of death
With blood I enchaint, I'm the Angel
Flesh! Grant me the powers oh!
Diabolical trinity
LUCIFER, SATAN, BELIAL...
Enlight me spectre of Leviathan
Genesis of the true lord
In the mass of damnation
Gran-duc of hell Amon recite
thy incantation...
Occult I'm lord Immortal and
my majestic wings dare enlight all
Involeth... Daemoneth... Imoleth... Shehmah Forash...
Only I will oring Emeth

Rise my angels rise!
The creation of me Morbid God
(eerf ylf llahs I, dog eb llahs I)
By the hand of Tiamat, Lord of odd
Open wide the chapel of fall!
Overshadow me Master Belial!
Serpent Angel I am the one they adore!
They kneel before me I'm their Morbid God!","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,The Darkening,"And we travel into the darkening,
a couldn't smile one final mistake,
the frozen tides keep heading south,
my broken home now far from you,
surrender slow I move with you,
whatever nothing you lead me to...

and we travel into the darkening,
widening the roads behind,
we have reached the southern most,
and we want to know why, we want to know why.

wish bound, the time has come to choose alone,
to crack the code while you are young, while we feel strong,
have your revenge with what you saw,
the midnight sun, a life so lived few years and fast.

and we travel into the darkening,
widening the roads behind,
we have reached the southern most,
and we want to know why, we want to know why.

and we travel into the darkening,
widening the ones behind,
we have reached the southern most,
and we want to know why, we want to know why.

and we travel into the darkening,
freightining the ones behind,
we have reached the hearthern most,
and they must to know why they must to know why.

Darkening,
Lightinig,
freightining,
Weakining...","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/moonspell/,Upon The Blood Of Men,"Hate is the place where a man finally is
That flame that feels us cooler
Hate is the place where a man finally wins
The character in the stronger
An ambition never seen
I refuse to turn my face away
Never waited on you brothers of blood
Your tomorrow was yesterday

Greater lessons learned
Upon the blood of Men
Disaster struck higher than others
Greater lessons learned
Upon the blood of Men
A destiny like no other

Hate is the place where a man finally enters
To claim the freedom to escape
Hate is what grows in disturb between us
Tenderness, heartache and shame
In the challenge of our dreams
Memory will bring us together
Screaming in the heart of the insane
For tomorrow was yesterday

Greater lessons learned
Upon the blood of Men
Disaster struck higher than others
Greater lessons learned
Upon the blood of Men
A destiny like no other

(Men so violently ashamed)

A creation like no other
Refused upon the blood of me
Never wait, for everything is vain
And tomorrow was yesterday

Greater lessons learned
Upon the blood of Men
Disaster struck higher than others
Greater lessons learned
Upon the blood of Men
A destiny like no other
A tragedy like no other

POSTED BY INTASQUI","gothic metal, doom metal, dark metal",gothic metal,doom metal,dark metal
/running-wild/,White Buffalo,"Acid rain and poison cauterize its skin
A boiling hell we're living in
Bloodstained animals, chainsaw rip the trees
The gasping earth is on its knees

Choking breath, causing death
Exploitation is your law
Overkill, break its will
You loot it hard and raw

Like you killed the white buffalo
You kill ozone, you break its bones
Like you killed the white buffalo
You tan its hide, sell its meat on the side

Once a source of glory, now a reborn hell
Your ivory tower is where you dwell
Gulping its vital lifeblood, pollution's rising high
You squeeze it out, you leave it dry

Choking breath, causing death
Exploitation is your law
Overkill, break its will
You loot it hard and raw

Like you killed the white buffalo
You kill ozone, you break its bones
Like you killed the white buffalo
You tan its hide, sell its meat on the side

Headless, spraying poison
Contaminating air and ground
A misplaced sense of progress
Will destroy the pound for pound
Allergies and cancer, the pay for evil greed
Madness and corruption have shown their evil seed

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Billy The Kid,"Silence
In the steps of no-man's land
Camp fire, the smell of prarie wind
Men surround the blaze
Drink booze recall the day
Til a strangers voice rings out to pray the sin

""The man who pulls his gun'd be dead
before he moves the trigger""
Scared to death no one dared to breathe
Billy took their money
Burst into ringing laughter
Stole a horse and left the shattered scene

Billy the kid, beast of prey that won't be tamed
Billy the kid, loved the thrill of deadly games

Wanted
For the men he'd killed in vain
A thousand dollars cash on Billy's head
Hunted by a star
For the lives he'd left in pain
And the day they met the outlaw lost the game

The marshal held his gun
Aimed at Billy's head with laughter
But the youngster was to proud for given' in
Billy felt no pain
But he was shot, the law was faster
Falling to his knees he hit the trail

Billy the kid, beast of prey that won't be tamed
Billy the kid, loved the thrill of deadly games
Billy the kid, a youngster and hie deadly gun
Billy the kid, a lonely hero on the run

The killing and the blood for golden dreams
A senseless war
An endless fight the youngster couldn't win
A hundred times before he'd died
He knocked on heaven's door
Til his maker opened up to lead him in.

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Branded And Exiled,"Red hot iron heated by living coal
Ready for branding to strike his goal
The torrid cast iron marks the leather
To banish the renegade from now on forever

Many relocated all across the land
Together we've got the power in our hands
We're strong enough to fight mendacious laws
We've got the wrath, 'cause we are
Branded and exiled
Together we can stand the night

Rabbits would sink into the morass of unjustice
They try to deliver it from the deep black abyss
Our shell of wrath explodes, they're winding like an ill
That day we're ready to make those bastards kneel

Many relocated all across the land
Together we've got the power in our hands
We're strong enough to fight mendacious laws
We've got the wrath, 'cause we are
Branded and exiled
Together we can stand the night","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Detonator,"Getting loaded, the heat is on
A bomb exploded, I'm getting hun
The body's raging, well, I see red
No more caging, 'til the hunger's fed

-Words of thunder, storm breaks loose
Now, going under, no way to move
I'm a flash of lighting, cracking to the ground
The heat is melting, release is found

T.N.T. is the deepest part of me
Dynamite, the stuff to get it right
Detonator

I smash your mirror, saw the truth behind
Gone to zero, I'm not blind
Toxic terror, that's what you are
Insulting error has gone to far

[Pre & Chorus...]

Getting loaded, the heat is on
A bomb exploded, I'm getting hun
The body's raging, well, I see red
No more caging, 'til the hunger's fed

[Pre & Chorus...]

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
/running-wild/,Fall Of Dorkas,"[Music: Rolf Kasparek]
[Lyrics: Rolf Kasparek]

Creation of the guardian, the force of dark and light
Two souls to rule the elements to fight a constant fight
One soul to save the light, one soul to serve the dark
Rivals to eternity, the saviour and the shark

The gods will fight, the titans clash in time and galaxies
The serpent and its tamer a fight so endlessly
Falling, fate is calling, the liar, tamed in fire

The fall of Dorkas, the curse of selfish pride
Reign of darkness, condemned to fear the light
Heart of blackness caught in eternal hate
Armageddon fullfills the longawaited fate

Dorkas as the chancellor, a charlatan surpreme
A godforsaken liar, intrigue, sly and mean
He made his bid for power, dropping down his mask
The uncrowned king of failures, Walloron kicked his ass

[Pre]
[Chorus]
[Leadbreak Rolf]

3.7 billion years, Armageddon's here
Madness shakes the underworld, they are lost in fear
The fire of catastrophy opens up the gate
Evil souls will drown in hell and Dorkas' soul will fade

[Pre]
[Chorus]

","heavy metal, pirate metal, power metal",heavy metal,pirate metal,power metal
/running-wild/,Gods Of Iron,"Shrill screaming sirens are calling
The branded victims to death
A sacrifice to the gods of iron
Everybody is joining the mass
The blinded multitude is screaming
The defenseless victim is killed
Pools of blood are screaming
The tribute to the gods is fulfilled

Slavery to all are rebellious
It's a venture if you resist
Hu, challenged rulers of the universe
All under their merciless fist
But fight them as long as you can
Or they hunt you until you are dead
But stand up and fight for freedom
So free the slaves from all dread

Detain and destroy the gods of iron
Fight them before it's too late
Guard yourself from their defying
Stand up and don't hesitate

Shrill screaming sirens are calling
The branded victims to death
A sacrifice to the gods of iron
Everybody is joining the mass
The blinded multitude is screaming
The defenseless victim is killed
Pools of blood are screaming
The tribute to the gods is fulfilled

Detain and destroy the gods of iron
Fight them before it's too late
Guard yourself from their defying
Stand up and don't hesitate

","heavy metal, power metal, speed metal",heavy metal,power metal,speed metal
