artist,song
/james-intveld/,Doin' Time For Bein' Young
/james-intveld/,One Sweet Letter
/james-intveld/,Wild Places
/zeze-di-camargo-e-luciano/,Something
/sam-smith/,La La La
/sam-smith/,To Die For
/sam-smith/,Blind Eye
/sam-smith/,Get Happy (With Renée Zellweger)
/sam-smith/,Lay Me Down (Flume Remix)
/sam-smith/,Nothing Left for You
/sam-smith/,So Serious
/jorge-e-mateus/,Rude
/lionel-richie/,Still
/lionel-richie/,Forever
/lionel-richie/,Ballerina Girl
/lionel-richie/,Deep River Woman
/lionel-richie/,Forever and a Day
/lionel-richie/,I'm Coming Home
/lionel-richie/,Long Long Way To Go
/lionel-richie/,Out Of My Head
/lionel-richie/,Sail On
/lionel-richie/,Tell Me
/lionel-richie/,To Love A Woman
/lionel-richie/,You Mean More To Me
/carla-bruni/,Before The World Was Made
/carla-bruni/,Those Dancing Days Are Gone
/temas-de-filmes/,A Verdade Nua e Crua - Pocketful Of Sunshine
/temas-de-filmes/,Ela é Demais - Kiss Me
/temas-de-filmes/,007 For Your Eyes Only
/temas-de-filmes/,10 Coisas Que Eu Odeio Em Você - New World
/temas-de-filmes/,9 1/2 Semanas de Amor - Eurasian Eyes
/temas-de-filmes/,A Bruxa de Blair - Kingdom's Coming
/temas-de-filmes/,A Bússola De Ouro - Lyra
/temas-de-filmes/,A Noiva de Chucky - See You In Hell
/temas-de-filmes/,A Supremacia Bourne - Extreme Ways
/temas-de-filmes/,American Pie - Following A Star
/temas-de-filmes/,American Pie - New Girl
/temas-de-filmes/,American Pie - Semi-charmed Life
/temas-de-filmes/,American Pie 2 - be like that
/temas-de-filmes/,American Pie 2 - Good
/temas-de-filmes/,American Pie 2 - Smooth Criminal
/temas-de-filmes/,Beleza Americana - All Right Now
/temas-de-filmes/,Billy Elliot - A Town Called Malice
/temas-de-filmes/,Billy Elliott - Burning Up
/temas-de-filmes/,Bridget Jones 2 - Loaded
/temas-de-filmes/,Brigada 49 - As I'm Leaving
/temas-de-filmes/,Brokeback Mountain - It's So Easy
/temas-de-filmes/,Bruxa de Blair 2 - PS
/temas-de-filmes/,Chicago - All I Care About
/temas-de-filmes/,Chicago - Roxie
/temas-de-filmes/,"Cidade dos Anjos - Mama, You Got A Daughter"
/temas-de-filmes/,Como Perder Um Homem Em 10 Dias - Good Day
/temas-de-filmes/,Coração de Cavaleiro - Boys Are Back In Town
/temas-de-filmes/,Coração de Cavaleiro - We Will Rock You
/temas-de-filmes/,"Crossroads - I'm Not a Girl, Not Yet a Woman"
/temas-de-filmes/,De Repente 30 - Mad About You
/temas-de-filmes/,Dirty Dancing - Hey Baby
/temas-de-filmes/,Efeito Borboleta - It's Been Awhile
/temas-de-filmes/,Escola de Rock - Those Who Can't Do
/temas-de-filmes/,"Eu, eu mesmo e Irene - The World Ain't Slowin' Down"
/temas-de-filmes/,Forrest Gump - Fortunate Son
/temas-de-filmes/,Forrest Gump - Raindrops Keep Falling On My Head
/temas-de-filmes/,Garota Interrompida - Coming Back To Me
/temas-de-filmes/,Garota Veneno - I See You Baby
/temas-de-filmes/,Jogos Vorazes - Safe and Sound
/temas-de-filmes/,Marley e Eu - Lithium
/temas-de-filmes/,Meninos Não Choram - Who's That Lady
/temas-de-filmes/,No Balanço do Amor - da Rockwilder
/temas-de-filmes/,O Casamento do Meu Melhor Amigo - I Say A Little Prayer
/temas-de-filmes/,O Diário de Bridget Jones - Fly Me To The Moon
/temas-de-filmes/,O Diário de Bridget Jones - Respect
/temas-de-filmes/,O fantasma da Ópera - All I Ask Of You
/temas-de-filmes/,Os Reis de Dogtown - Fire
/temas-de-filmes/,Os Reis de Dogtown - Turn to Stone
/temas-de-filmes/,Pânico - Red Right Hand
/temas-de-filmes/,Priscila A Rainha do Deserto - I Will Survive
/temas-de-filmes/,Ray - Drown In My Own Tears
/temas-de-filmes/,Ray - Unchain My Heart
/temas-de-filmes/,Resident Evil - Invisible Wounds
/temas-de-filmes/,Romeu E Julieta - Little Star
/temas-de-filmes/,Romeu e Julieta - Young Hearts Run Free
/temas-de-filmes/,Segundas Intenções - Secretly
/temas-de-filmes/,Sexta-feira Muito Louca - Ultimate
/temas-de-filmes/,Show Bar - Please Remember
/temas-de-filmes/,Shrek 2 - Changes
/temas-de-filmes/,Space Jam - I Turn To You
/temas-de-filmes/,Stigmata - Pretty Things Are Going To Hell
/temas-de-filmes/,Três Vezes Amor - I've Got a Crush On You
/temas-de-filmes/,Vanilla Sky - I Fall Apart
/air-supply/,I Can Wait Forever
/air-supply/,Almost Paradise
/air-supply/,A Little Bit More
/air-supply/,Black and Blue
/air-supply/,Cherry Blossom Girl
/air-supply/,Don't Be Afraid
/air-supply/,Feel For Your Love
/air-supply/,Hope Springs Eternal
/air-supply/,I Remember Love
/air-supply/,It's Automatic
/air-supply/,Learning to Make Love to You
/air-supply/,Me Like You
/air-supply/,One More Chance
/air-supply/,Secret Agent
/air-supply/,Speaking Of Love
/air-supply/,Tell Me of Spring
/air-supply/,The Scene
/air-supply/,Tonite
/air-supply/,What A Life
/air-supply/,Winter Wonderland
/michael-bolton/,Said I Loved You But I Lied
/michael-bolton/,A Heart Can Only Be Strong
/michael-bolton/,All the Way
/michael-bolton/,"Can't Hold On, Can't Let Go"
/michael-bolton/,Don't Tell Me It's Over
/michael-bolton/,FIGHTING FOR MY LIFE
/michael-bolton/,From Now On
/michael-bolton/,Heat Of The Nite
/michael-bolton/,I Wanna Hear You Say It
/michael-bolton/,It's Just A Feelin'
/michael-bolton/,LET'S STAY TOGETHER
/michael-bolton/,MAYBE IT'S THE POWER OF LOVE
/michael-bolton/,Next Lifetime
/michael-bolton/,Rocky Mountain Way
/michael-bolton/,Silent Night
/michael-bolton/,Stand Up For Love
/michael-bolton/,That's Life
/michael-bolton/,The Second Time Around
/michael-bolton/,"Time, Love And Tenderness"
/michael-bolton/,What Are You Doing The Rest Of Your Life
/michael-bolton/,You Are My Sunshine
/eros-ramazzotti/,Bambino Nel Tempo (inglês)
/julio-iglesias/,And I Love Her
/julio-iglesias/,Forever And Ever
/julio-iglesias/,Love Has Been a Friend To Me
/julio-iglesias/,Song Of Joy
/julio-iglesias/,When I Need You
/lara-fabian/,Broken Vow
/lara-fabian/,Givin' Up On You
/lara-fabian/,Light Of My Life
/lara-fabian/,The Alchemist
/lara-fabian/,You Are My Heart
/antonio-marcos/,Something
/barry-manilow/,I Write The Songs
/barry-manilow/,If I Should Love Again
/barry-manilow/,15 Minutes
/barry-manilow/,All The Time
/barry-manilow/,Baby It's Cold Outside
/barry-manilow/,Bluer Than Blue
/barry-manilow/,Chattanooga Choo Choo
/barry-manilow/,Dirt Cheap
/barry-manilow/,Excerpt From Handel's Messiah/Because It's Christmas
/barry-manilow/,Halfway Over the Hill
/barry-manilow/,Here's To The Man
/barry-manilow/,I Go Crazy
/barry-manilow/,I'd Really Love To See You Tonight
/barry-manilow/,I've Got My Love To Keep Me Warm
/barry-manilow/,It Could Happen To You
/barry-manilow/,Jump Shout Boogie
/barry-manilow/,Let's Take All Night (To Say Goodbye)
/barry-manilow/,Luck Be A Lady
/barry-manilow/,Nevertheless
/barry-manilow/,Once In Love With Amy
/barry-manilow/,Put Your Dreams Away
/barry-manilow/,Sandra
/barry-manilow/,She's A Star
/barry-manilow/,Something's Comin' Up
/barry-manilow/,Studio Musician
/barry-manilow/,Talk To Me
/barry-manilow/,The Night That Tito Played
/barry-manilow/,Trainwreck
/barry-manilow/,We've Got Tonight
/barry-manilow/,When October Goes
/barry-manilow/,Where You Go
/barry-manilow/,Written In Stone
/barry-manilow/,Young At Heart
/um-amor-para-recordar/,No One
/cidia-e-dan/,Against All Odds
/cidia-e-dan/,Endless Love
/cidia-e-dan/,One Day In Your Life
/cidia-e-dan/,Up Where We Belong
/fina-estampa-novela/,Walkin' On Air (Burn) - Mister Jam ft Ali Pierre & King TEF
/a-favorita-novela/,No Substitute Love - Estelle
/a-favorita-novela/,Love Is Noise - The Verve
/viver-a-vida-novela/,Hush Hush - The Pussycat Dolls
/tititi/,The Greatest Love Of All
/tititi/,Blah Blah Blah - Ke$ha
/tititi/,Rock and Roll Lullaby - Pato Fu
/carmen-miranda/,"I Like You Very Much (yi, Yi, Yi)"
/sambo/,I Feel Good
/sambo/,Valerie
/george-henrique-e-rodrigo/,She's Got The Rhythm
/goldfinger/,99 Red Balloons
/goldfinger/,Car Dog
/goldfinger/,Disorder
/goldfinger/,Feel Like Making Love
/goldfinger/,Goldfinger/Mest/Good Charlotte
/goldfinger/,I Want
/goldfinger/,Man In A Suitcase
/goldfinger/,Night Klub
/goldfinger/,Pictures
/goldfinger/,Spokesman
/goldfinger/,The Kids Are Alright
/goldfinger/,Walk Away
/goldfinger/,Youth
/reel-big-fish/,Beer
/reel-big-fish/,Average Man
/reel-big-fish/,Cannibal
/reel-big-fish/,Fuck Off Song
/reel-big-fish/,I'll Never Be
/reel-big-fish/,Live Your Dream
/reel-big-fish/,Rave-o-lution
/reel-big-fish/,She's Famous Now
/reel-big-fish/,Talk Dirty to me
/reel-big-fish/,Til I Hit The Ground
/reel-big-fish/,Your Guts (i Hate ‘em)
/fishbone/,AIDS AND ARMAGEDDON
/fishbone/,CHOLLY
/fishbone/,GAME OF DESTRUCTION
/fishbone/,If I Were A...i'd
/fishbone/,JUNKIES PRAYER
/fishbone/,MIGHTY LONG WAY
/fishbone/,POURING RAIN
/fishbone/,SERVITUDE
/fishbone/,SWIM
/fishbone/,WHAT'S NEW PUSSYCAT
/the-english-beat/,Can't Get Used To Losing You
/the-english-beat/,Hit it
/the-english-beat/,Pato And Roger Ago Talk
/the-english-beat/,Tears Of A Clown
/bad-manners/,Down Berry Wood
/chris-de-burgh/,Love Is My Decision
/chris-de-burgh/,Moonlight and Vodka
/chris-de-burgh/,Lebanese Night
/chris-de-burgh/,"Blonde Hair, Blue Jeans"
/chris-de-burgh/,Dismal Day
/chris-de-burgh/,Goodnight
/chris-de-burgh/,I'm Not Crying Over You
/chris-de-burgh/,It's Such A Long Way Home
/chris-de-burgh/,Living In The World
/chris-de-burgh/,Much More Than This
/chris-de-burgh/,One Word (Straight to the Heart)
/chris-de-burgh/,Round and Around
/chris-de-burgh/,Ship To Shore
/chris-de-burgh/,Talk To Me
/chris-de-burgh/,The Head And The Heart
/chris-de-burgh/,The Rivers of Abraham
/chris-de-burgh/,The Traveller
/chris-de-burgh/,Tonight
/chris-de-burgh/,Where We Will Be Going
/foreigner/,I Don't Want To Live Without You
/foreigner/,She's Too Tough
/foreigner/,A Night to Remember
/foreigner/,Crash And Burn
/foreigner/,Growing Up The Hard Way
/foreigner/,I'll Be Home Tonight
/foreigner/,Love On The Telephone
/foreigner/,Prisoner Of Love
/foreigner/,Seventeen
/foreigner/,Under The Gun
/foreigner/,Zalia
/the-carpenters/,Jambalaya
/the-carpenters/,It's Going To Take Some Time
/the-carpenters/,All Of My Life
/the-carpenters/,Aurora
/the-carpenters/,Boat To Sail
/the-carpenters/,Chestnuts Roasting
/the-carpenters/,Desperado
/the-carpenters/,Get Together
/the-carpenters/,Home For The Holidays
/the-carpenters/,I'll Never Fall In Love Again
/the-carpenters/,Jingle Bells
/the-carpenters/,Little Altar Boy
/the-carpenters/,Makin' Love In The Afternoon
/the-carpenters/,Nowadays Clancy Can't Even Sing
/the-carpenters/,Piano Picker
/the-carpenters/,Silent Night
/the-carpenters/,Still In Love With You
/the-carpenters/,The Rainbow Connection
/the-carpenters/,What Are You Doing New Year's Eve?
/the-carpenters/,Who do You Love?
/james-taylor/,"Oh Baby, Don't You Loose Your Lip On Me"
/james-taylor/,Country Road
/james-taylor/,First of May
/james-taylor/,Another Day
/james-taylor/,Belfast To Boston
/james-taylor/,Captain Jim's Drunken Dream
/james-taylor/,Day Tripper
/james-taylor/,Everyday
/james-taylor/,Golden Moments
/james-taylor/,How Sweet It Is
/james-taylor/,Isn't It Nice To Be Home Again
/james-taylor/,Letter In the Mail
/james-taylor/,Love Has Brought Me Around
/james-taylor/,Money Machine
/james-taylor/,Never Die Young
/james-taylor/,On Broadway
/james-taylor/,Places In My Past
/james-taylor/,Sea Cruise
/james-taylor/,SnowTime
/james-taylor/,Stretch of The Highway
/james-taylor/,Sweet Potato Pie
/james-taylor/,The Nearness Of You
/james-taylor/,Up On the Roof
/james-taylor/,Winter Wonderland
/chicago/,Hard To Say I'm Sorry
/chicago/,We Can Last Forever
/chicago/,25 or 6 to 4
/chicago/,A Little Bit Of Sunshine
/chicago/,Already Gone
/chicago/,Bigger than Elvis
/chicago/,Christmas Time Is Here
/chicago/,Does Anybody Really Know What Time It Is?
/chicago/,Finale
/chicago/,Good For Nothing
/chicago/,Here With Me (a Candle For The Dark)
/chicago/,I Stand Up
/chicago/,It Better End Soon - 4th (Parts I-IV)
/chicago/,Loneliness Is Just A Word
/chicago/,Mah Jong
/chicago/,Movin' In
/chicago/,Now More Than Ever
/chicago/,Only Love
/chicago/,Policeman
/chicago/,Runaround
/chicago/,Sleeping in the Middle of the Bed Again
/chicago/,South California Purples
/chicago/,The American Dream
/chicago/,Till The End of Time
/chicago/,We can Stop the Hurting
/chicago/,Where Were You
/chicago/,You Come To My Senses
/lobo/,Would I Still Have You
/lobo/,Someone To Love
/lobo/,Caribbean Magic
/lobo/,Further From The Truth
/lobo/,I'd do It Again
/lobo/,It's Everywhere
/lobo/,Long Loving Night
/lobo/,New York Hold Her Tight
/lobo/,Rock And Roll Days
/lobo/,Teach Me Tonight
/lobo/,Walk Away From It All
/lobo/,Wrangler
/america/,Ventura Highway
/america/,Three Roses
/america/,The Border
/america/,And Forever
/america/,Cast The Spirit
/america/,Daisy Jane
/america/,Foolin'
/america/,Half A Man
/america/,Honey
/america/,In The Sea
/america/,Last Two To Dance
/america/,Mad Dog
/america/,My American Dream
/america/,Old Virginia
/america/,Pages
/america/,"Right Before Your Eyes(""Rudolph Valentino"")"
/america/,Simple Life (Japanese Import CD Bonus)
/america/,Survival
/america/,This Time
/america/,Van Go Gan (Gerry Beckley solo)
/america/,Wind Wave
/corinne-bailey-rae/,Put Your Records On
/corinne-bailey-rae/,Call Me When You Get This
/corinne-bailey-rae/,Another Rainy Day
/corinne-bailey-rae/,Feels Just Like The First Time
/corinne-bailey-rae/,Munich (editors Cover)
/corinne-bailey-rae/,Tell Me
/cee-lo/,Crazy
/cee-lo/,My Kind Of People
/cee-lo/,Bass Head Jazz
/cee-lo/,Country Love
/cee-lo/,Free
/cee-lo/,I'm A Man
/cee-lo/,Medieval Times (great Pretender)
/cee-lo/,People Watching
/cee-lo/,Sign Of The Times
/cee-lo/,Thank You
/cee-lo/,Under Tha Influence (follow Me)
/cee-lo/,"You're a Mean One, Mr. Grinch (Feat. Straight no Chaser)"
/smokey-robinson-miracles/,The Tears Of A Clown
/smokey-robinson-miracles/,Baby That's Backatcha
/smokey-robinson-miracles/,Get Ready
/smokey-robinson-miracles/,I'll Try Something New
/smokey-robinson-miracles/,More Love
/smokey-robinson-miracles/,Shop Around
/smokey-robinson-miracles/,You Go To My Head
/billy-paul/,America (we Need The Light)
/billy-paul/,Thanks For Saving My Life
/hathaway-donny/,This Christmas
/hathaway-donny/,"To Be Young, Gifted And Black"
/ben-loncle-soul/,Come Home
/war/,Spill The Wine
/war/,Me And Baby Brother
/janelle-monae/,We Are Young
/janelle-monae/,57821
/janelle-monae/,Django Jane
/janelle-monae/,Hell You Talmbout
/janelle-monae/,Lettin' Go
/janelle-monae/,"Oh, Maker"
/janelle-monae/,Sir Greendown
/janelle-monae/,Tightrope (wondamix) (Feat. B.o.b & Lupe Fiasco)
/janelle-monae/,Yoga (feat. Jidenna)
/luther-vandross/,A House Is Not A Home
/luther-vandross/,Are You Using Me?
/luther-vandross/,Crazy Love
/luther-vandross/,For You To Love
/luther-vandross/,Heart Of a Hero
/luther-vandross/,I (Who Have Nothing) (feat. Martha Wash)
/luther-vandross/,I Won't Let You do That To Me
/luther-vandross/,Impossible Dream
/luther-vandross/,Little Miracles (Happen Every Day)
/luther-vandross/,My Favorite Things
/luther-vandross/,One Night With You (Everyday Of Your Life)
/luther-vandross/,Searching
/luther-vandross/,Since You've Been Gone
/luther-vandross/,The Glow Of Love
/luther-vandross/,This Is Christmas
/luther-vandross/,You Stopped Loving Me
/spinners/,I Don't Wanna Lose You
/hyldon/,I don't know what to do with myself
/aaron-neville/,Ain't no Way
/aaron-neville/,Can't Stop My Heart From Loving You (The Rain Song)
/aaron-neville/,Even If My Heart Would Break
/aaron-neville/,God Made You For Me
/aaron-neville/,I Bid You Goodnight
/aaron-neville/,It Feels Like Rain
/aaron-neville/,Lovely Lady Dressed In Blue
/aaron-neville/,Oh Holy Night
/aaron-neville/,Show Some Emotion
/aaron-neville/,Sweet Little Mama
/aaron-neville/,The Look
/aaron-neville/,Try (a Little Harder)
/aaron-neville/,"Work With Me, Annie"
/candi-staton/,So Blue
/mayer-hawthorne/,Time For Love
/mayer-hawthorne/,Her Favorite Song (Feat. Jessie Ware)
/mayer-hawthorne/,Corsican Rosé
/mayer-hawthorne/,Get You Back
/mayer-hawthorne/,Love Like That
/mayer-hawthorne/,Small Clone
/mayer-hawthorne/,Wine Glass Woman
/cameo/,Love You Anyway
/ida-corr/,I Want You
/raphael-saadiq/,Ask Of You
/raphael-saadiq/,Charlie Ray
/raphael-saadiq/,Glory to the Veins (Feat. Ernest Turner)
/raphael-saadiq/,Keep Marchin'
/raphael-saadiq/,Oh Girl
/raphael-saadiq/,Save Us
/raphael-saadiq/,Sure Hope You Mean It
/mavis-staples/,If It's a Light
/mavis-staples/,I Give You Power
/mavis-staples/,Take Us Back
/donavon-frankesnreiter/,It Don't Matter
/donavon-frankesnreiter/,Bend In The Road
/donavon-frankesnreiter/,Girl Like You
/donavon-frankesnreiter/,Make You Mine
/donavon-frankesnreiter/,Spanish Harlem Incident
/donavon-frankesnreiter/,Wondering Where The Lions Are
/the-beautiful-girls/,"Sir, Your Fashion Has The Cold Heart Of A Killer"
/the-beautiful-girls/,10:10
/the-beautiful-girls/,Freedom (part 2)
/the-beautiful-girls/,My Latest Mistake
/the-beautiful-girls/,The Biggest Lie I Ever Told
/alphaville/,Big In Japan
/alphaville/,lassie come home
/alphaville/,All in the golden afternoon
/alphaville/,bitch
/alphaville/,days full of wonder (bells)
/alphaville/,fools
/alphaville/,Hurricane
/alphaville/,jerusalem
/alphaville/,middle of the riddle
/alphaville/,paradigm shift
/alphaville/,Seeds
/alphaville/,Summer rain
/alphaville/,The nelson highrise sector two (the mirror)
/alphaville/,Wake up!
/secret-service/,Ye Si Ca
/secret-service/,How I Want You
/secret-service/,Watching Julieta
/soft-cell/,All Out Of Love
/soft-cell/,Entertain Me
/soft-cell/,Little Rough Rhinestone
/soft-cell/,Sensation Nation
/soft-cell/,Where The Heart Is
/bronski-beat/,Hard Rain
/bronski-beat/,Punishment for Love
/scooter/,Nessaja
/scooter/,Back In The UK
/scooter/,Cosmos
/scooter/,Friends
/scooter/,I Shot The Dj
/scooter/,Kashmir
/scooter/,Panties Wanted
/scooter/,Scooter del mar
/scooter/,So What'cha Want
/scooter/,The Age Of Love
/scooter/,The United Vibe
/orchestral-manoeuvres-in-the-dark-o-m-d/,Enola Gay
/orchestral-manoeuvres-in-the-dark-o-m-d/,Best Years Of Out Lives
/orchestral-manoeuvres-in-the-dark-o-m-d/,Dreaming
/james-arthur/,Lie Down
/james-arthur/,Not Guilty
/james-arthur/,Remember Who I Was
/james-arthur/,Suicide
/james-arthur/,Unconditionally (Ft. Adam Lazzara)
/james-arthur/,You're Nobody 'Til Somebody Loves You
/a-ha/,There's Never A Forever Thing
/a-ha/,Train Of Thought
/a-ha/,A Little Bit
/a-ha/,Blue Sky
/a-ha/,Differences
/a-ha/,Go To Sleep
/a-ha/,I Wish I Cared
/a-ha/,Make It Soon
/a-ha/,Mythomania
/a-ha/,Riding The Crest
/a-ha/,Sox of the Fox
/a-ha/,The Fine Blue Line
/a-ha/,Thought That It Was You
/a-ha/,White Canvas
/roxette/,The Look
/roxette/,Joyride
/roxette/,(I Could Never) Give You Up
/roxette/,Bad Moon
/roxette/,Chances
/roxette/,Do You Wanna Go The Whole Way?
/roxette/,Fingertips
/roxette/,"Half A Woman, Half A Shadow"
/roxette/,I do Believe
/roxette/,I'm Sorry (Demo)
/roxette/,Joy Of A Toy
/roxette/,Looking For Jane
/roxette/,New World
/roxette/,Perfect Excuse
/roxette/,Secrets That She Keeps
/roxette/,Small Talk
/roxette/,Teaser Japanese
/roxette/,This One
/roxette/,When Love's On The Phone (you Just Have)
/rbd/,Adios Amigos
/rbd/,My Philosophy
/tears-for-fears/,The Tipping Point
/tears-for-fears/,Break It Down Again
/tears-for-fears/,Always In The Past
/tears-for-fears/,Deja Vu & The Sins Of Science
/tears-for-fears/,Goodnight Song
/tears-for-fears/,Lord Of Karma
/tears-for-fears/,Pullin' A Cloud
/tears-for-fears/,Sorry
/tears-for-fears/,The Prisoner
/tears-for-fears/,Year Of The Knife
/ragnbone-man/,Perfume
/ragnbone-man/,Across The Sky
/ragnbone-man/,Guilty
/ragnbone-man/,Nobody
/ragnbone-man/,St. James
/laura-pausini/,All At Once
/laura-pausini/,If That's Love
/laura-pausini/,Love Comes From the Inside
/laura-pausini/,Surrender To Love
/colbie-caillat/,Brighter Than The Sun
/colbie-caillat/,The Little Things
/colbie-caillat/,Like Tomorrow Never Comes
/colbie-caillat/,Brand New Me
/colbie-caillat/,Dreams Collide
/colbie-caillat/,Hold Your Head High
/colbie-caillat/,Land Called Far Away
/colbie-caillat/,Never Let You Go
/colbie-caillat/,"Please, Please Stay"
/colbie-caillat/,Tell Him
/colbie-caillat/,Winter Wonderland
/kelly-clarkson/,I Believe In You And Me
/kelly-clarkson/,The Trouble With Love Is
/kelly-clarkson/,Addicted
/kelly-clarkson/,"Baby, It's Cold Outside (Feat. Ronnie Dunn)"
/kelly-clarkson/,Break The Silence
/kelly-clarkson/,Christmas Eve
/kelly-clarkson/,Dance (Demo)
/kelly-clarkson/,Don't Rush (feat. Vince Gill)
/kelly-clarkson/,Everybody Got Their Something
/kelly-clarkson/,God Bless The Usa
/kelly-clarkson/,How I Feel
/kelly-clarkson/,I Remember
/kelly-clarkson/,Impossible
/kelly-clarkson/,Just For Now
/kelly-clarkson/,Love In These Eyes
/kelly-clarkson/,My Favorite Things
/kelly-clarkson/,People Like Us
/kelly-clarkson/,"Santa, Can't You Hear Me (With Ariana Grande)"
/kelly-clarkson/,Song To You
/kelly-clarkson/,The Promise
/kelly-clarkson/,"Turn It Up, Turn Me On"
/kelly-clarkson/,What's Up Lonely
/kelly-clarkson/,Yeah
/christina-aguilera/,Can't Hold Us Down (feat. Lil' Kim)
/christina-aguilera/,Around The World
/christina-aguilera/,Ain't No Other Man
/christina-aguilera/,Believe Me
/christina-aguilera/,By Your Side
/christina-aguilera/,"Crazy (With Cee-Lo Green, Blake Shelton & Adam Levine)"
/christina-aguilera/,Empty Words
/christina-aguilera/,Glam
/christina-aguilera/,I Hate Boys
/christina-aguilera/,It's a Man's Man's Man's World
/christina-aguilera/,Little Dreamer
/christina-aguilera/,Make The World Move (feat. Cee Lo Green)
/christina-aguilera/,Moves Like Jagger
/christina-aguilera/,Oh Mother
/christina-aguilera/,Searching For Maria
/christina-aguilera/,So Emotional
/christina-aguilera/,Stronger Than Ever
/christina-aguilera/,The Voice Within
/christina-aguilera/,Understand
/christina-aguilera/,Woohoo (feat. Nicki Minaj)
/tiago-iorc/,Blame
/tiago-iorc/,Life of my love
/tiago-iorc/,Till I'm Old and Gray
/meghan-trainor/,Me Too
/meghan-trainor/,Baby Doll
/meghan-trainor/,Better (Feat. Yo Gotti)
/meghan-trainor/,Bang Dem Sticks
/meghan-trainor/,Credit
/meghan-trainor/,Good Mornin' (Ft. Gary Trainor)
/meghan-trainor/,I Believe In Santa
/meghan-trainor/,Let You Be Right
/meghan-trainor/,Never Ever
/meghan-trainor/,Suicide
/meghan-trainor/,Wave (Ft. Mike Sabath)
/george-michael/,Father Figure
/george-michael/,Spinning The Wheel
/george-michael/,I Remember You
/george-michael/,Blue (Live In China)
/george-michael/,Dear friends (preformed by Queen)
/george-michael/,Feeling Good
/george-michael/,Hey Mamma!
/george-michael/,Killer
/george-michael/,My Baby Just Cares For Me
/george-michael/,Roxanne
/george-michael/,The First Time Ever I Saw Your Face
/george-michael/,Too Funky
/george-michael/,You Know That I Want To
/simply-red/,So Beautiful
/simply-red/,Come To My Aid
/simply-red/,(Open Up the) Red Box
/simply-red/,Chula
/simply-red/,Each Day
/simply-red/,Hillside Avenue
/simply-red/,Jericho
/simply-red/,Love Gave Me More
/simply-red/,Money In My Pocket (Plan B Mix)
/simply-red/,Out On The Range
/simply-red/,Shine On
/simply-red/,Thank You
/simply-red/,To Be Free
/simply-red/,Your Mirror
/tina-turner/,Let's Stay Together
/tina-turner/,Better Be Good To Me
/tina-turner/,A Woman In a Man's World
/tina-turner/,Bayou Song
/tina-turner/,Do What You Do
/tina-turner/,Foreign Affair
/tina-turner/,He Lives In You
/tina-turner/,I'm Movin' On
/tina-turner/,Keep Your Hands Off My Baby
/tina-turner/,Nutbush City Limits
/tina-turner/,Something Beautiful Remains
/tina-turner/,The Difference Between Us
/tina-turner/,Try a Little Tenderness
/tina-turner/,When I Was Young
/camila-cabello/,My Oh My (Feat. DaBaby)
/camila-cabello/,Used To This
/camila-cabello/,All Of The Luv (Mashup)
/camila-cabello/,Curious (Unreleased)
/camila-cabello/,"I Want It, I Need It (Unreleased)"
/camila-cabello/,Llama Llama Red Pajama
/camila-cabello/,Sangria Wine & Havana (Live At Billboard Music Awards)
/camila-cabello/,Too Much (Unreleased)
/robbie-williams/,Beyond The Sea
/robbie-williams/,How Peculiar
/robbie-williams/,A Place To Crash
/robbie-williams/,Bad Sharon (Feat. Tyson Fury)
/robbie-williams/,Bodies
/robbie-williams/,Bye Bye
/robbie-williams/,Come Fly With Me
/robbie-williams/,Difficult For Weirdos
/robbie-williams/,Everytime We Say Goodbye
/robbie-williams/,Goin' Crazy
/robbie-williams/,Happy Easter (war Is Coming)
/robbie-williams/,Human
/robbie-williams/,I Wouldn't Normally do This Kind Of Thing
/robbie-williams/,It's a Wonderful Life (Feat. Poppa Pete)
/robbie-williams/,Keep On
/robbie-williams/,Let It Snow! Let It Snow! Let It Snow!
/robbie-williams/,Love Calling Earth
/robbie-williams/,Marry Me
/robbie-williams/,Morning Sun (reprise)
/robbie-williams/,Nobody Someday
/robbie-williams/,One For My Baby
/robbie-williams/,Random Acts Of Kindness
/robbie-williams/,Rudebox
/robbie-williams/,Shit On The Radio
/robbie-williams/,Song 3
/robbie-williams/,Super Tony
/robbie-williams/,That's Life
/robbie-williams/,The Impossible
/robbie-williams/,Things
/robbie-williams/,We Will Rock You
/robbie-williams/,You Know Me
/tracy-chapman/,Change
/tracy-chapman/,Across The Lines
/tracy-chapman/,Bang Bang Bang
/tracy-chapman/,Don't Dwell
/tracy-chapman/,Hard Wired
/tracy-chapman/,Less Than Strangers
/tracy-chapman/,Over In Love
/tracy-chapman/,Speak The Word
/tracy-chapman/,The Only One
/sandy-junior/,"Bang Bang, You're The One"
/sandy-junior/,Smooth (cover)
/skank/,A Hard Day's Night
/seal/,Wishing On A Star
/seal/,When A Man Is Wrong
/seal/,All For Love
/seal/,Daylight Saving
/seal/,Free
/seal/,I Know What You Did
/seal/,"If It's In My Mind, It's On My Face"
/seal/,Latest Craze
/seal/,Loaded
/seal/,Lullaby
/seal/,Ooh Baby Baby
/seal/,Redzone Killer
/seal/,Summer Breeze
/seal/,This Could Be Heaven
/seal/,Whirlpool
/little-mix/,Salute
/little-mix/,Love Me or Leave Me
/little-mix/,A Different Beat
/little-mix/,Black Magic (LuvBug Remix)
/little-mix/,Competition
/little-mix/,Et
